"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","othblf2","pubact3","prvact2"
"744",5,1,7,1,2,2,2,"Female",36,"High School","Housewife","White","Catholic","Married",2,4,1,5,2,1,2
"745",10,1,6,1,1,1,2,"Female",40,"High School","Full Time","White","Catholic","Separated",1,4,4,1,1,1,4
"746",10,1,3,1,1,1,2,"Female",58,"High School","Full Time","White","Catholic","Separated",1,4,2,4,2,2,2
"747",-5,-5,-5,NA,-5,2,2,"Male",52,"High School","Unemployed","White",NA,"Single",-5,-5,-5,-5,2,1,-5
"748",10,1,1,1,1,1,2,"Female",34,"High School","Housewife","White","Other","Married",2,2,5,2,2,2,1
"749",10,4,7,1,1,1,2,"Female",52,"High School","Housewife","White","None","Married",2,4,2,2,2,0,2
"750",-5,-5,-5,NA,-5,1,2,"Female",62,"High School","Full Time","White",NA,"Widowed",1,-5,-5,-5,2,2,-5
"751",7,1,7,1,1,3,2,"Female",63,"Some College","Other","Other","None","Separated",3,5,1,4,2,0,3
"752",6,5,3,1,1,1,2,"Male",20,"High School","Full Time","Black","Other","Single",1,4,4,4,2,1,2
"753",10,1,2,1,1,1,2,"Male",71,"High School","Unemployed","Hispanic","Other","Married",2,4,4,4,2,2,2
"754",10,1,3,1,1,1,2,"Female",54,"Some College","Full Time","Black","Christian","Separated",1,4,4,2,2,1,2
"755",10,5,6,1,1,2,2,"Male",64,"High School","Unemployed","White","Christian","Separated",2,1,1,1,2,0,1
"756",10,1,3,1,1,1,2,"Male",36,"High School","Full Time","Hispanic","Other","Separated",2,5,1,5,2,1,1
"757",10,1,1,1,1,1,2,"Female",64,"High School","Unemployed","White","Catholic","Married",2,4,2,4,2,2,3
"758",10,1,2,1,1,1,2,"Female",35,"High School","Full Time","White","Christian","Married",1,1,4,2,2,2,1
"759",10,1,7,1,1,1,2,"Female",30,"High School","Housewife","White","Other","Married",1,1,4,1,2,1,1
"760",7,1,7,1,1,3,2,"Male",37,"High School","Full Time","White","Christian","Married",2,5,2,4,2,1,2
"761",8,4,2,1,1,1,2,"Female",22,"Some College","Full Time","Other","Christian","Married",3,4,4,2,2,2,2
"762",10,3,3,1,1,1,2,"Female",59,"High School","Unemployed","White","Christian","Single",1,2,4,2,2,2,1
"763",7,2,6,1,1,2,2,"Male",49,"Degree","Full Time","White","Christian","Married",3,5,2,5,2,1,2
"764",10,1,2,1,1,1,2,"Male",47,"High School","Full Time","Black","Other","Separated",2,4,2,2,2,2,3
"765",10,1,1,1,1,1,2,"Male",42,"High School","Full Time","White","None","Married",2,4,4,1,2,2,4
"766",10,3,2,1,1,1,2,"Female",45,"High School","Other","White","Christian","Married",2,4,4,1,2,2,1
"767",1,1,7,0,3,4,2,"Male",31,"Some College","Full Time","White","None","Married",3,5,1,5,2,0,2
"768",10,1,7,1,1,4,2,"Female",73,"High School","Unemployed","White","None","Widowed",3,5,1,5,1,0,1
"769",9,1,7,1,2,3,2,"Male",44,"High School","Full Time","White","None","Separated",3,4,1,4,2,0,2
"770",10,1,7,1,1,1,2,"Male",19,"High School","Other","White","Other","Single",2,1,5,1,2,1,2
"771",10,1,6,1,1,1,2,"Female",26,"High School","Housewife","White","Other","Married",2,2,2,1,2,1,2
"772",10,1,2,1,1,1,2,"Female",34,"High School","Housewife","White","Other","Married",2,4,4,1,2,2,1
"773",-5,-5,-5,NA,-5,2,2,"Male",31,"High School","Full Time","White",NA,"Married",-5,-5,-5,-5,2,2,-5
"774",9,1,7,1,1,4,2,"Female",39,"High School","Full Time","Hispanic","Other","Separated",4,5,1,5,1,0,2
"775",10,1,1,1,1,1,2,"Female",40,"High School","Housewife","White","Christian","Married",1,1,4,1,2,2,1
"776",10,1,1,1,1,1,2,"Female",28,"Some College","Housewife","White","Christian","Married",1,5,2,4,2,2,1
"777",10,1,-2,1,1,1,2,"Female",60,"High School","Housewife","White","Christian","Married",1,1,4,1,2,2,2
"778",10,1,1,1,1,1,2,"Male",46,"High School","Other","Hispanic","Other","Married",1,1,4,1,2,2,2
"779",10,1,2,1,1,1,2,"Female",40,"High School","Full Time","White","Catholic","Married",1,4,4,2,2,2,1
"780",8,4,3,1,1,2,2,"Female",29,"Some College","Full Time","White","Christian","Married",2,4,2,4,2,1,2
"781",9,1,4,1,1,2,2,"Female",62,"High School","Unemployed","White","Catholic","Married",2,2,1,2,2,1,2
"782",1,3,7,0,3,4,2,"Male",24,"High School","Self Employed","White","None","Single",4,5,1,5,2,0,4
"783",10,1,7,1,1,3,2,"Female",26,"High School","Housewife","Hispanic","Catholic","Married",3,4,1,2,2,0,1
"784",1,1,5,1,3,3,2,"Male",70,"High School","Unemployed","White","Judaism","Married",3,5,1,5,2,1,1
"785",10,1,7,1,1,1,2,"Male",41,"High School","Full Time","White","Christian","Single",3,4,4,4,2,1,1
"786",10,1,3,1,1,1,2,"Male",42,"High School","Other","White","Christian","Married",2,5,1,4,2,1,1
"787",10,8,3,1,1,1,2,"Female",39,"High School","Self Employed","White","Catholic","Married",1,2,5,1,2,1,3
"788",3,1,3,1,2,2,2,"Female",59,"Some College","Full Time","White","None","Married",3,5,4,4,2,2,1
"789",10,1,2,1,1,1,2,"Female",40,"High School","Full Time","Hispanic","Other","Married",1,4,5,2,2,2,2
"790",10,1,7,1,1,2,2,"Male",30,"High School","Full Time","White","None","Single",2,2,2,2,1,1,3
"791",4,3,5,0,2,3,2,"Male",28,"High School","Full Time","White","None","Married",3,4,1,5,2,0,3
"792",10,1,2,1,1,2,2,"Female",80,"High School","Unemployed","Hispanic","Catholic","Widowed",2,4,1,5,1,1,3
"793",3,2,6,0,2,3,2,"Male",38,"High School","Full Time","White","None","Married",3,4,2,5,2,0,3
"794",7,5,4,1,1,3,2,"Male",18,"High School","Other","Hispanic","None","Single",3,5,4,4,2,0,2
"795",7,1,7,1,2,2,2,"Female",29,"High School","Self Employed","Hispanic","Other","Married",3,4,1,5,2,1,1
"796",3,3,7,1,2,3,2,"Male",59,"Some College","Full Time","White","None","Married",3,4,2,5,1,0,3
"797",5,2,4,1,2,3,2,"Female",33,"Some College","Housewife","White","Catholic","Married",2,5,4,4,2,0,2
"798",10,5,4,1,1,1,2,"Female",37,"High School","Housewife","White","Catholic","Separated",2,4,4,4,2,1,3
"799",10,1,7,1,2,3,2,"Female",26,"High School","Full Time","White","None","Single",3,5,1,5,2,0,2
"800",7,3,7,1,2,3,2,"Male",21,"High School","Full Time","White","None","Single",3,4,2,4,2,0,2
"801",-2,-2,-2,NA,-2,4,2,"Female",20,"High School","Unemployed","Other",NA,"Single",-2,-2,-2,-2,2,0,-2
"802",8,1,4,1,1,2,2,"Female",22,"High School","Full Time","White","Catholic","Single",2,4,1,4,2,1,2
"803",10,1,2,1,1,1,2,"Female",35,"High School","Housewife","White","Christian","Widowed",1,4,4,2,2,2,2
"804",10,1,1,1,1,1,2,"Female",74,"High School","Unemployed","Hispanic","Christian","Separated",2,4,4,4,2,-2,3
"805",10,1,1,1,1,1,2,"Female",58,"High School","Full Time","Other","Catholic","Single",1,2,4,1,2,2,1
"806",10,1,7,1,2,2,2,"Female",53,"High School","Full Time","White","Christian","Single",3,5,1,5,1,1,2
"807",8,2,7,1,1,2,2,"Male",30,"High School","Full Time","White","None","Married",3,2,1,2,2,0,2
"808",8,1,6,1,1,2,2,"Male",57,"High School","Self Employed","White","Christian","Married",2,4,4,2,2,1,2
"809",10,1,2,1,1,1,2,"Female",43,"High School","Self Employed","White","Other","Separated",1,4,5,2,2,2,2
"810",4,1,4,0,2,3,2,"Female",42,"High School","Full Time","White","Catholic","Widowed",3,5,1,5,2,0,3
"811",10,3,7,1,1,1,2,"Female",56,"High School","Other","White","Christian","Separated",2,1,4,2,2,1,2
"812",3,4,4,1,2,3,2,"Male",47,"Degree","Full Time","Hispanic","Catholic","Married",3,5,1,5,1,2,1
"813",6,1,6,0,2,3,2,"Male",63,"High School","Other","White","Catholic","Married",3,4,4,2,2,1,3
"814",10,3,3,1,1,2,2,"Male",37,"High School","Full Time","White","None","Single",3,4,4,2,2,0,3
"815",10,2,1,1,1,1,2,"Male",49,"Some College","Unemployed","Black","Other","Married",1,2,5,1,2,2,1
"816",10,3,3,1,1,1,2,"Female",32,"Some College","Full Time","Black","Christian","Married",2,4,2,4,2,1,1
"817",10,1,1,1,1,1,2,"Female",52,"High School","Other","Hispanic",NA,"Widowed",1,1,4,1,2,2,1
"818",9,3,7,1,1,2,2,"Male",58,"High School","Unemployed","Hispanic","None","Married",3,1,2,4,2,1,2
"819",10,1,4,1,1,2,2,"Male",35,"High School","Full Time","White","Catholic","Married",2,4,4,4,2,1,2
"820",9,2,7,1,1,2,2,"Female",55,"High School","Full Time","Black","None","Single",2,4,2,2,2,0,2
"821",8,5,2,1,2,2,2,"Male",60,"High School","Unemployed","White","Catholic","Married",2,4,4,5,2,1,2
"822",10,1,3,1,2,4,2,"Male",52,"High School","Full Time","White","None","Married",3,1,4,1,2,1,1
"823",5,2,7,0,2,3,2,"Female",48,"High School","Full Time","Hispanic","Catholic","Married",3,4,2,4,2,0,2
"824",10,1,2,1,1,1,2,"Male",37,"Degree","Full Time","White","Catholic","Married",2,4,4,2,2,2,1
"825",10,1,1,1,1,1,2,"Male",76,"High School","Unemployed","White","Catholic","Married",1,4,5,1,2,2,1
"826",5,1,7,0,2,3,2,"Male",44,"High School","Full Time","White","None","Separated",3,4,1,2,1,0,2
"827",-5,-5,-5,NA,-5,1,2,"Female",34,"Degree","Full Time","White",NA,"Single",2,-5,-5,-5,2,2,-5
"828",9,2,7,1,2,4,2,"Male",22,"High School","Unemployed","Other","Catholic","Single",3,4,4,4,2,0,4
"829",10,1,2,1,1,1,2,"Female",38,"High School","Full Time","White","Christian","Separated",1,2,2,1,2,2,2
"830",10,1,2,1,1,1,2,"Female",72,"High School","Unemployed","White","Christian","Married",1,2,5,4,2,1,1
"831",10,8,2,1,1,1,2,"Male",65,"High School","Unemployed","Black","Christian","Separated",1,1,2,2,2,2,2
"832",10,1,2,1,1,1,2,"Male",27,"High School","Full Time","Other","Other","Married",1,4,4,1,2,2,2
"833",7,2,4,1,1,3,2,"Male",30,"High School","Full Time","White","Catholic","Married",2,5,1,5,2,1,2
"834",2,4,7,0,2,4,2,"Male",44,"High School","Unemployed","White","None","Single",4,5,1,5,1,0,1
"835",9,1,7,1,1,3,2,"Female",36,"Some College","Full Time","White","None","Separated",4,5,1,5,2,0,1
"836",8,1,3,1,1,2,2,"Male",36,"Some College","Full Time","White","Christian","Separated",3,5,1,5,2,2,2
"837",10,1,7,1,1,2,2,"Male",64,"High School","Unemployed","White","None","Married",2,1,4,2,2,1,2
"838",9,1,3,1,1,1,2,"Female",39,"High School","Full Time","White","Catholic","Married",2,1,2,1,2,2,1
"839",9,2,7,1,1,3,2,"Female",63,"High School","Full Time","White","None","Married",3,5,2,5,2,0,1
"840",10,1,1,1,1,1,2,"Female",65,"High School","Housewife","White","Christian","Widowed",1,4,1,1,2,2,1
"841",10,10,7,0,2,4,2,"Male",26,"High School","Full Time","White","None","Single",3,5,5,5,2,0,2
"842",10,3,1,1,1,1,2,"Male",32,"High School","Full Time","White","Christian","Single",2,2,5,2,2,2,1
"843",10,1,4,1,2,1,2,"Female",29,"High School","Full Time","White","None","Single",2,1,5,1,2,0,2
"844",10,1,3,1,1,1,2,"Male",22,"High School","Full Time","White","None","Single",2,1,5,1,2,1,2
"845",9,5,4,1,1,1,2,"Female",40,"High School","Other","White","Christian","Single",1,4,4,4,2,2,2
"846",2,8,4,0,3,2,2,"Female",18,"High School","Other","Other","None","Single",3,5,4,4,2,1,1
"847",10,1,2,1,1,1,2,"Female",36,"High School","Full Time","White","Catholic","Married",1,5,1,5,2,2,2
"848",1,1,7,0,2,3,2,"Female",29,"High School","Housewife","White","None","Married",4,5,2,4,2,0,4
"849",10,10,4,1,1,1,2,"Male",19,"High School","Other","Hispanic","Catholic","Single",2,4,1,4,1,0,1
"850",10,1,2,1,2,1,2,"Female",69,"High School","Unemployed","White","Christian","Married",2,1,2,2,2,1,2
"851",10,1,3,1,1,1,2,"Female",29,"High School","Full Time","White","Catholic","Single",2,2,2,2,2,2,2
"852",10,1,7,1,1,2,2,"Female",42,"High School","Full Time","White","None","Married",2,5,1,5,2,0,1
"853",9,2,6,1,1,3,2,"Female",54,"Some College","Full Time","White","Catholic","Widowed",3,5,1,5,2,1,1
"854",10,1,6,1,1,1,2,"Female",54,"Degree","Self Employed","Hispanic","Christian","Married",2,4,2,4,2,1,1
"855",4,1,3,1,2,3,2,"Male",49,"High School","Self Employed","White","Catholic","Married",2,5,4,4,2,1,3
"856",10,4,7,1,1,3,2,"Female",21,"High School","Housewife","Black","None","Single",1,4,4,2,1,1,1
"857",10,1,6,1,1,1,2,"Male",48,"High School","Self Employed","Black","None","Separated",4,5,1,5,2,1,2
"858",8,5,3,1,1,2,2,"Male",43,"High School","Self Employed","White","Catholic","Separated",2,4,4,4,2,1,2
"859",10,2,2,1,1,1,2,"Female",27,"High School","Self Employed","White","Catholic","Married",1,1,5,1,2,2,1
"860",10,1,3,1,1,2,2,"Male",56,"High School","Unemployed","White","Christian","Married",2,4,5,4,2,1,3
"861",10,3,2,1,1,1,2,"Female",28,"Some College","Full Time","White","Christian","Married",2,2,2,2,2,2,3
"862",10,1,2,NA,1,1,2,"Female",36,"High School","Full Time","White","Other","Single",1,2,2,2,2,2,2
"863",10,1,2,1,1,1,2,"Female",69,"High School","Unemployed","White","Christian","Married",1,4,4,4,2,2,1
"864",7,-2,3,1,1,1,2,"Male",21,"High School","Full Time","White","Christian","Single",2,2,2,2,2,2,2
"865",6,1,5,1,2,3,2,"Male",82,"High School","Unemployed","White","Christian","Widowed",2,4,4,4,2,1,2
"866",7,1,2,1,2,2,2,"Female",59,"High School","Unemployed","White","Christian","Widowed",2,5,2,4,2,1,2
"867",8,1,7,0,2,3,2,"Female",67,"High School","Self Employed","White","Christian","Married",3,5,1,5,2,0,2
"868",10,1,2,1,1,1,2,"Female",46,"High School","Housewife","White","Christian","Married",2,1,4,1,2,2,1
"869",1,6,7,0,3,4,2,"Female",45,"High School","Housewife","White","None","Married",2,5,5,4,2,0,1
"870",7,1,4,1,1,3,2,"Female",41,"High School","Full Time","White","Catholic","Married",2,4,1,4,2,1,3
"871",10,1,3,1,1,1,2,"Male",64,"High School","Unemployed","Other","Other","Separated",3,4,4,4,2,1,4
"872",8,1,7,1,1,3,2,"Female",55,"High School","Housewife","White","Catholic","Married",3,4,1,4,2,1,2
"873",7,1,6,1,1,2,2,"Male",59,"High School","Full Time","White","Christian","Married",1,1,2,2,2,1,2
"874",10,1,2,1,1,1,2,"Female",36,"High School","Full Time","White","Other","Married",1,5,2,2,2,2,1
"875",10,2,2,1,1,1,2,"Male",41,"High School","Full Time","White","Catholic","Married",2,4,1,2,2,2,1
"876",8,4,5,1,1,2,2,"Female",53,"High School","Other","White","Christian","Married",3,4,1,4,2,2,1
"877",9,1,5,1,1,2,2,"Female",58,"High School","Self Employed","White","Christian","Married",2,4,4,2,2,0,1
"878",2,1,7,1,2,4,2,"Female",30,"High School","Full Time","White","None","Married",4,5,1,4,2,0,2
"879",5,1,7,0,2,3,2,"Male",34,"High School","Full Time","White","None","Married",2,4,4,4,2,0,4
"880",10,1,2,1,1,1,2,"Female",69,"Some College","Unemployed","White","Other","Married",3,4,1,5,2,2,1
"881",10,1,2,1,1,1,2,"Male",51,"High School","Other","White","None","Separated",1,4,2,4,2,2,2
"882",6,5,4,1,2,3,2,"Male",29,"High School","Other","Black","Other","Single",3,4,4,4,2,0,2
"883",10,1,2,1,2,3,2,"Male",43,"High School","Full Time","White","Catholic","Married",2,5,4,4,2,2,1
"884",10,1,2,1,1,1,2,"Female",40,"High School","Full Time","White","Other","Separated",1,1,4,1,2,2,1
"885",4,1,7,0,2,3,2,"Male",27,"High School","Full Time","White","None","Married",3,4,4,4,2,0,2
"886",10,1,5,1,2,3,2,"Male",58,"High School","Full Time","White","Christian","Widowed",3,1,1,4,2,0,2
"887",9,1,4,1,1,2,2,"Female",51,"High School","Other","White","Christian","Separated",2,5,2,4,2,0,2
"888",3,1,7,1,2,3,2,"Female",18,"High School","Other","Hispanic","None","Single",3,5,1,5,2,0,1
"889",10,1,2,1,1,1,2,"Female",61,"High School","Other","Other","Christian","Single",1,4,2,2,2,2,2
"890",2,3,6,1,3,4,2,"Female",30,"High School","Full Time","White","None","Single",3,5,2,5,1,0,3
"891",-2,4,-2,1,-2,1,2,"Female",68,"High School","Unemployed","White",NA,"Married",2,1,-2,-2,2,1,1
"892",6,3,4,0,1,2,2,"Male",26,"Degree","Full Time","White","Christian","Single",2,1,4,2,2,1,2
"893",10,1,3,1,1,1,2,"Female",44,"High School","Housewife","Hispanic","Catholic","Married",2,2,2,2,2,2,1
"894",10,4,6,1,2,1,2,"Female",27,"High School","Housewife","Black","None","Single",2,4,4,4,2,1,2
"895",10,1,2,1,1,2,2,"Female",26,"High School","Housewife","White","Other","Married",1,1,4,1,2,2,1
"896",10,8,2,1,1,2,2,"Male",50,"High School","Full Time","Hispanic","Catholic","Married",3,5,1,4,2,1,1
"897",10,1,6,1,1,1,2,"Male",30,"High School","Other","Hispanic","Other","Married",2,4,4,4,2,2,2
"898",1,1,7,0,2,4,2,"Male",73,"High School","Unemployed","Black","Christian","Separated",4,5,4,5,2,0,3
"899",10,2,4,1,1,2,2,"Female",62,"High School","Unemployed","White","Christian","Separated",2,4,4,2,2,1,2
"900",1,4,7,0,3,2,2,"Male",19,"High School","Other","Hispanic","None","Single",4,5,5,5,1,0,1
"901",10,1,6,1,1,1,2,"Female",63,"High School","Unemployed","White","Christian","Married",2,4,2,4,2,1,4
"902",6,2,2,1,1,2,2,"Male",35,"Degree","Full Time","White","Christian","Married",2,5,2,5,2,2,1
"903",8,1,6,1,1,2,2,"Female",24,"High School","Housewife","White","Other","Married",2,4,4,4,2,1,1
"904",10,1,1,1,1,1,2,"Female",72,"High School","Unemployed","White","Christian","Married",1,4,1,1,2,2,1
"905",10,5,7,1,1,2,2,"Female",61,"Some College","Unemployed","White","None","Married",3,4,1,5,1,0,1
"906",5,4,7,0,2,3,2,"Female",56,"High School","Self Employed","White","Catholic","Single",2,5,5,5,2,0,2
"907",5,1,6,1,1,2,2,"Female",58,"High School","Full Time","White","None","Separated",3,5,2,4,2,1,3
"908",10,1,4,1,1,2,2,"Male",28,"High School","Full Time","White","Christian","Married",2,4,1,4,2,1,1
"909",10,3,3,1,1,1,2,"Female",33,"High School","Full Time","White","Other","Separated",2,2,4,2,2,2,2
"910",5,2,7,1,2,4,2,"Female",39,"High School","Full Time","White","None","Married",4,4,1,5,2,0,3
"911",7,1,4,1,2,3,2,"Female",22,"High School","Full Time","White","None","Single",3,4,1,5,1,0,2
"912",10,1,2,1,1,1,2,"Female",63,"High School","Self Employed","White","Christian","Married",1,1,5,1,2,2,1
"913",4,-2,7,0,2,3,2,"Male",27,"High School","Full Time","White","None","Married",3,-2,-2,-2,2,0,2
"914",1,1,2,1,1,1,2,"Male",41,"High School","Self Employed","Other","Other","Single",1,4,1,4,2,2,2
"915",10,1,2,1,1,1,2,"Female",27,"High School","Housewife","White","Christian","Married",2,4,4,4,2,2,1
"916",1,1,7,0,2,4,2,"Male",44,"High School","Full Time","White","Judaism","Single",2,5,1,5,2,0,1
"917",10,1,2,1,1,2,2,"Male",56,"High School","Unemployed","Black","Other","Married",1,2,2,2,2,2,2
"918",10,1,5,1,1,1,2,"Male",49,"High School","Self Employed","White","None","Married",1,2,2,2,2,1,2
"919",9,1,2,1,1,2,2,"Female",32,"Some College","Housewife","White","Catholic","Married",2,4,2,4,2,2,1
"920",10,1,3,1,2,2,2,"Male",46,"Some College","Full Time","Other","Other","Married",1,4,1,4,2,0,1
"921",10,2,2,1,1,1,2,"Male",57,"High School","Full Time","White","Other","Married",1,2,4,2,2,2,1
"922",5,2,7,1,2,4,2,"Female",54,"High School","Part Time","White","None","Married",3,5,1,5,2,0,1
"923",10,2,5,1,1,2,2,"Male",58,"Degree","Self Employed","Black","Christian","Married",2,5,5,4,2,1,1
"924",5,3,3,0,1,2,2,"Male",51,"High School","Full Time","White","Catholic","Married",2,4,1,4,2,2,2
"925",10,4,4,1,1,2,2,"Female",55,"High School","Full Time","White","Christian","Married",3,5,4,5,2,1,1
"926",10,1,2,1,1,1,2,"Male",25,"High School","Self Employed","White","Other","Married",2,2,4,2,2,2,1
"927",10,1,4,1,2,2,2,"Female",42,"High School","Full Time","Other","Other","Separated",2,4,2,2,2,1,2
"928",3,2,6,1,3,4,2,"Male",46,"High School","Full Time","Hispanic","None","Separated",3,4,4,4,1,0,3
"929",10,5,3,0,1,3,2,"Female",30,"High School","Full Time","Black","None","Separated",2,2,2,2,2,2,2
"930",7,1,7,1,2,3,2,"Female",33,"High School","Housewife","White","None","Married",2,4,4,4,2,0,1
"931",10,4,3,1,1,2,2,"Female",72,"High School","Unemployed","Hispanic","Catholic","Married",2,4,4,4,1,2,1
"932",10,7,4,1,1,2,2,"Male",28,"High School","Full Time","White","None","Married",3,4,4,4,2,2,1
"933",10,1,7,1,1,3,2,"Female",58,"Primary School","Full Time","White","None","Married",3,5,2,4,1,0,1
"934",5,2,3,1,1,1,2,"Female",28,"Primary School","Unemployed","Hispanic","Catholic","Single",3,4,4,4,1,0,2
"935",10,2,1,1,1,1,2,"Male",56,"High School","Other","Other","Christian","Married",2,2,1,2,2,0,1
"936",10,1,1,1,1,1,2,"Female",45,"High School","Full Time","Black","Other","Separated",2,1,2,2,2,2,1
"937",10,1,4,1,1,1,2,"Female",24,"High School","Full Time","Hispanic","Catholic","Single",3,4,1,2,2,1,4
"938",-5,-5,-5,NA,-5,1,2,"Female",48,"High School","Other","Hispanic",NA,"Single",1,-5,-5,-5,2,2,-5
"939",10,1,4,1,1,1,2,"Male",79,"High School","Unemployed","White","Christian","Separated",2,2,4,1,2,0,2
"940",8,1,7,0,1,3,2,"Male",48,"High School","Full Time","White","None","Married",3,-2,4,4,1,0,2
"941",5,5,5,0,2,2,2,"Male",32,"High School","Full Time","Hispanic","Catholic","Married",2,4,4,4,1,1,2
"942",10,1,7,1,1,2,2,"Female",22,"High School","Full Time","Black","Other","Single",1,4,2,4,2,0,2
"943",7,1,7,0,2,3,2,"Male",70,"High School","Unemployed","White","Catholic","Married",2,4,2,4,2,0,3
"944",9,1,7,1,2,3,2,"Male",56,"High School","Full Time","White","None","Married",3,5,1,4,2,0,2
"945",3,3,3,0,2,3,2,"Male",22,"High School","Full Time","White","Other","Single",3,5,1,5,2,1,3
"946",6,2,5,1,1,3,2,"Male",47,"High School","Other","Hispanic","Catholic","Separated",2,4,2,4,1,1,1
"947",9,1,7,1,1,3,2,"Female",26,"High School","Housewife","White","None","Separated",2,4,2,2,2,0,2
"948",10,1,2,1,1,2,2,"Female",63,"Degree","Other","White","Christian","Separated",2,1,2,2,2,2,1
"949",5,5,7,1,2,2,2,"Male",48,"High School","Full Time","Hispanic","Other","Separated",3,2,2,2,2,0,2
"950",8,1,3,1,1,2,2,"Female",29,"Some College","Full Time","White","Christian","Single",1,4,4,4,2,1,1
"951",1,4,4,0,2,4,2,"Male",25,"High School","Full Time","White","None","Married",3,4,4,4,2,0,3
"952",1,1,7,0,2,2,2,"Male",50,"Some College","Full Time","Other","None","Separated",2,5,1,5,1,0,3
"953",9,1,3,1,1,2,2,"Female",84,"High School","Unemployed","White","Christian","Separated",3,4,4,4,1,1,1
"954",9,2,2,1,1,2,2,"Male",42,"Degree","Full Time","White","Christian","Married",3,5,1,5,2,2,2
"955",-5,-5,-5,NA,-5,1,2,"Female",45,"High School","Other","Black",NA,"Single",-5,-5,-5,-5,-5,1,-5
"956",-5,-5,-5,NA,-5,-2,2,"Female",56,"High School","Unemployed","White",NA,"Married",-5,-5,-5,-5,-2,-2,-5
"957",10,-5,6,1,1,1,2,"Female",46,"Primary School","Full Time","Hispanic","None","Single",2,2,2,1,2,1,1
"958",10,1,4,1,1,1,2,"Female",51,"High School","Housewife","Other","Christian","Married",2,1,1,1,2,1,4
"959",1,1,7,0,3,4,2,"Female",39,"High School","Self Employed","White","None","Single",4,5,1,5,2,0,2
"960",-5,-5,-5,NA,-5,2,2,"Female",45,"High School","Full Time","White",NA,"Married",2,-5,-5,-5,2,1,-5
"961",10,1,5,1,1,2,2,"Female",25,"High School","Full Time","White","None","Single",3,2,2,4,2,1,3
"962",6,2,7,1,1,2,2,"Male",71,"High School","Unemployed","White","Catholic","Married",3,4,4,4,2,1,2
"963",5,1,7,0,1,3,2,"Male",42,"High School","Full Time","White","None","Married",2,4,4,4,2,0,2
"964",8,1,2,1,1,2,2,"Male",56,"Some College","Full Time","White","Catholic","Single",1,2,4,2,2,2,2
"965",10,1,7,1,1,1,2,"Female",26,"High School","Other","White","Other","Single",2,1,4,2,2,0,1
"966",1,1,7,1,2,3,2,"Female",23,"High School","Full Time","Black","Other","Single",3,4,4,5,1,0,2
"967",9,4,3,1,1,2,2,"Male",44,"Some College","Full Time","White","Christian","Married",2,5,1,5,2,1,2
"968",6,1,7,1,1,4,2,"Male",53,"High School","Full Time","White","None","Married",4,5,1,5,2,0,2
"969",10,1,6,1,1,2,2,"Female",63,"High School","Full Time","White","Christian","Married",1,4,4,4,2,1,2
"970",9,1,3,1,1,2,2,"Female",34,"Degree","Full Time","White","Catholic","Single",1,5,5,5,2,2,2
"971",7,1,6,1,1,3,2,"Female",55,"High School","Full Time","White","None","Married",3,4,2,4,2,0,2
"972",8,2,3,1,1,2,2,"Male",38,"Some College","Other","White","Christian","Married",2,5,4,4,2,2,2
"973",6,5,6,1,2,3,2,"Male",24,"High School","Full Time","White","None","Single",3,4,2,2,1,0,2
"974",8,2,7,1,2,2,2,"Male",59,"High School","Other","Black","None","Single",3,1,1,4,2,0,2
"975",-5,-5,-5,NA,-5,1,2,"Female",32,"High School","Full Time","White",NA,"Married",-5,-5,-5,-5,-5,-5,-5
"976",10,1,5,1,1,2,2,"Female",59,"High School","Self Employed","Other","Other","Separated",2,2,4,1,2,1,1
"977",7,2,4,1,1,2,2,"Female",32,"High School","Full Time","White","Christian","Married",3,4,1,5,2,1,2
"978",3,1,7,0,2,3,2,"Male",28,"High School","Full Time","White","None","Married",3,5,2,1,2,0,3
"979",10,1,5,1,1,1,2,"Female",45,"High School","Full Time","White","Catholic","Married",2,4,4,4,2,2,2
"980",10,1,2,1,1,1,2,"Male",62,"Some College","Unemployed","Hispanic","Christian","Married",2,4,4,4,2,2,2
"981",-5,-5,-5,NA,-5,3,2,"Male",25,"High School","Full Time","Hispanic",NA,"Married",-5,-5,-5,-5,2,0,-5
"982",8,1,7,1,1,3,2,"Male",58,"High School","Unemployed","White","None","Single",3,2,1,4,2,1,2
"983",10,1,2,1,1,1,2,"Female",51,"High School","Self Employed","White","Christian","Separated",1,4,1,2,2,2,1
"984",10,1,1,1,1,1,2,"Male",37,"High School","Full Time","Black","Other","Separated",1,4,5,2,2,2,3
"985",-5,-5,-5,NA,-5,1,2,"Female",28,"High School","Full Time","Hispanic",NA,"Single",-5,-5,-5,-5,-5,2,-5
"986",10,1,1,1,1,1,2,"Female",28,"High School","Full Time","Black","Other","Single",1,1,5,1,2,2,1
"987",2,1,7,0,2,-2,2,"Male",60,"High School","Unemployed","White","None","Married",3,4,1,1,2,0,2
"988",10,1,2,1,1,1,2,"Male",70,"High School","Unemployed","White","Christian","Married",1,2,4,2,2,2,2
"989",8,10,4,1,2,4,2,"Male",41,"High School","Self Employed","White","Catholic","Married",2,5,4,2,2,1,3
"990",10,1,3,1,1,1,2,"Female",51,"High School","Other","Other","Other","Separated",1,4,1,2,2,2,3
