"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"3884",1435,9,9,1,0,2,1,"3","Male",26,"High School","Part Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3887",1438,5,3,3,0,1,1,"3","Male",21,"Some College","Other","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"3888",1439,9,8,1,1,1,1,"3","Female",59,"Some College","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3889",1440,9,8,4,1,2,2,"3","Female",29,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3891",1442,9,8,5,1,2,2,"3","Male",42,"Some College","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3895",1446,9,9,5,1,2,3,"3","Male",19,"Some College","Other","Black","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3896",1447,9,9,2,1,2,3,"3","Female",62,"High School","Full Time","Black","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3897",1448,9,9,5,1,2,3,"3","Female",58,"High School","Full Time","Black","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3899",1450,9,9,2,1,2,3,"3","Male",61,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3900",1451,9,9,6,1,2,3,"3","Female",41,"Some College","Unemployed","Black","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3902",1453,9,7,4,1,2,3,"3","Male",44,"High School","Housewife","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3903",1454,7,NA,0,0,2,2,"3","Male",54,"Degree","Full Time","Other","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3904",1455,5,9,0,0,2,2,"3","Male",68,"Some College","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"3906",1457,9,9,1,1,2,3,"3","Female",30,"High School","Housewife","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3907",1458,9,9,4,1,2,3,"3","Male",50,"High School","Full Time","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3908",1459,7,8,4,1,2,1,"3","Male",39,"Degree","Full Time","Other","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3909",1460,9,9,6,1,2,3,"3","Female",45,"High School","Unemployed","Black","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3911",1462,5,9,4,1,2,3,"3","Female",77,"Some College","Part Time","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3912",1463,8,9,5,1,2,3,"3","Female",43,"Degree","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3913",1464,9,9,1,1,2,3,"3","Female",19,"High School","Part Time","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3914",1465,9,9,5,1,2,3,"3","Male",62,"Degree","Unemployed","Black","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3918",1469,9,9,5,1,2,3,"3","Male",50,"High School","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3920",1471,4,9,1,0,1,1,"3","Female",20,"Some College","Other","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"3923",1474,9,9,0,1,2,3,"3","Male",52,"High School","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3924",1475,9,9,6,1,2,3,"3","Male",32,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3925",1476,9,9,5,1,2,3,"3","Female",30,"High School","Housewife","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3927",1478,6,9,3,1,2,1,"3","Male",48,"High School","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"3929",1480,4,9,3,0,0,1,"3","Female",32,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3930",1481,9,8,5,1,2,2,"3","Male",35,"Some College","Other","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3931",1482,8,9,5,1,2,2,"3","Female",47,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3932",1483,9,5,2,1,0,2,"3","Female",52,"High School","Part Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3934",1485,9,9,6,1,2,3,"3","Female",70,"High School","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3935",1486,3,9,4,0,1,0,"3","Male",38,"High School","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,4,0
"3936",1487,5,9,3,1,2,2,"3","Female",19,"High School","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3937",1488,9,9,6,1,2,3,"3","Male",23,"High School","Full Time","Hispanic","Catholic","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3939",1490,9,7,3,1,2,2,"3","Male",25,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"3940",1491,9,9,0,1,2,2,"3","Female",41,"Degree","Full Time","Other","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3941",1492,2,9,3,1,1,1,"3","Female",47,"Degree","Full Time","Black","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"3943",1494,9,9,4,1,2,2,"3","Female",62,"High School","Unemployed","White","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3944",1495,0,9,0,0,2,0,"3","Female",46,"Some College","Part Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,2,NA,NA,2,0
"3947",1498,9,9,0,1,2,3,"3","Female",53,"Some College","Part Time","White","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"3948",1499,9,9,6,1,2,3,"3","Female",67,"High School","Unemployed","Hispanic","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3953",1504,9,9,6,1,2,3,"3","Female",44,"Degree","Full Time","Hispanic","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3954",1505,9,9,4,1,2,3,"3","Female",23,"High School","Part Time","White","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3955",1506,9,9,6,1,2,3,"3","Female",85,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3956",1507,9,9,1,1,2,3,"3","Female",56,"Some College","Unemployed","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"3958",1509,7,7,5,1,2,2,"3","Female",64,"High School","Full Time","Other","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3959",1510,9,9,6,1,2,3,"3","Male",75,"High School","Part Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3960",1511,6,9,0,0,1,1,"3","Female",49,"High School","Other","White","Catholic","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"3962",1513,9,9,6,1,2,3,"3","Male",29,"High School","Other","Hispanic","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3963",1514,9,9,5,1,2,3,"3","Female",24,"Degree","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3964",1515,0,9,3,1,1,1,"3","Female",24,"Degree","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,2,NA,NA,3,1
"3966",1517,8,9,6,1,2,2,"3","Male",26,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3967",1518,6,9,1,1,1,3,"3","Female",63,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"3969",1520,3,9,1,0,2,0,"3","Female",57,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,0
"3971",1522,4,9,5,1,1,2,"3","Male",48,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3973",1524,3,9,1,0,2,2,"3","Female",46,"High School","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,1
"3978",1529,8,9,5,1,2,3,"3","Male",58,"High School","Unemployed","Other","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"3983",1534,9,9,6,1,2,3,"3","Female",51,"High School","Full Time","Hispanic","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3985",1536,7,9,2,1,2,2,"3","Male",67,"High School","Unemployed","White","Catholic","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"3987",1538,9,9,5,1,2,NA,"3","Male",76,"Degree","Other","Black","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3988",1539,5,9,5,1,2,1,"3","Female",21,"Some College","Part Time","White","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3990",1541,7,7,4,1,2,2,"3","Male",25,"Some College","Part Time","Other","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"3993",1544,9,6,5,1,2,3,"3","Female",52,"High School","Unemployed","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3994",1545,9,8,5,1,2,2,"3","Male",39,"Degree","Full Time","Black","Christian","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"3995",1546,7,9,1,1,2,2,"3","Male",47,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3996",1547,9,8,5,1,2,3,"3","Male",37,"High School","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"3997",1548,5,9,3,1,2,2,"3","Male",39,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"3998",1549,9,9,3,1,2,3,"3","Female",64,"High School","Unemployed","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"3999",1550,1,9,3,1,1,0,"3","Male",44,"Degree","Full Time","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4003",1554,7,2,0,0,2,0,"3","Male",49,"High School","Full Time","Black","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4004",1555,9,7,4,1,2,3,"3","Female",57,"High School","Full Time","White","Christian","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,NA
"4006",1557,9,9,0,1,2,3,"3","Female",26,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4007",1558,8,7,5,1,2,3,"3","Female",64,"Degree","Part Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4008",1559,5,NA,3,1,2,3,"3","Female",20,"High School","Housewife","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4009",1560,3,9,1,0,1,1,"3","Male",46,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4011",1562,7,9,0,1,2,2,"3","Female",38,"High School","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"4012",1563,2,6,0,0,1,0,"3","Female",29,"Degree","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4013",1564,9,9,1,1,2,3,"3","Male",24,"High School","Self Employed","Hispanic","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4014",1565,9,9,1,0,2,2,"3","Male",20,"High School","Full Time","Hispanic","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4015",1566,9,9,5,1,2,3,"3","Female",68,"Degree","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4017",1568,9,8,5,1,2,3,"3","Female",54,"Primary School","Part Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4020",1571,6,9,0,0,1,1,"3","Male",19,"High School","Part Time","White","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4024",1575,6,8,3,1,2,1,"3","Male",19,"High School","Other","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4026",1577,6,8,4,1,1,2,"3","Female",22,"Some College","Unemployed","White","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4027",1578,9,9,6,1,2,3,"3","Female",64,"High School","Full Time","White","Other","Widowed",4,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4028",1579,9,9,5,1,1,3,"3","Male",36,"Degree","Self Employed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4029",1580,9,5,3,0,2,1,"3","Female",70,"Primary School","Unemployed","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4030",1581,9,8,2,1,2,2,"3","Female",66,"High School","Unemployed","Black","Christian","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4031",1582,2,6,0,0,0,3,"3","Female",31,"High School","Unemployed","Black","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4032",1583,9,7,6,1,2,3,"3","Male",32,"High School","Full Time","White","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4033",1584,9,9,0,1,2,2,"3","Male",20,"High School","Unemployed","Black","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4037",1588,6,8,4,1,2,2,"3","Male",41,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4038",1589,9,9,1,1,2,2,"3","Male",34,"Degree","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4041",1592,9,8,5,1,2,3,"3","Male",35,"High School","Full Time","Black","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4042",1593,9,9,4,1,2,3,"3","Male",59,"Some College","Self Employed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4047",1598,5,8,2,1,2,1,"3","Male",54,"High School","Full Time","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4048",1599,9,9,5,1,2,3,"3","Female",67,"Some College","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4049",1600,9,8,2,1,2,2,"3","Female",32,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4050",1601,8,9,5,1,2,3,"3","Female",66,"Degree","Full Time","Black","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4052",1603,8,8,1,1,2,2,"3","Female",66,"Degree","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4054",1605,5,9,0,1,2,0,"3","Male",46,"Degree","Full Time","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4056",1607,9,9,4,1,2,3,"3","Male",66,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4057",1608,9,9,6,1,2,3,"3","Male",57,"Degree","Self Employed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4058",1609,9,9,1,0,1,1,"3","Male",55,"Degree",NA,"White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4059",1610,6,9,0,0,1,0,"3","Female",61,"High School","Unemployed","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4060",1611,4,3,1,1,2,1,"3","Male",43,"Some College","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4061",1612,9,8,5,1,2,3,"3","Male",64,"Degree","Unemployed","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4064",1615,5,5,5,1,2,2,"3","Female",46,"Some College","Other","White","Catholic","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4066",1617,2,9,2,0,1,1,"3","Male",69,"Degree","Unemployed","White","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4067",1618,8,9,3,1,2,2,"3","Male",44,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4068",1619,9,5,0,1,2,3,"3","Male",37,"High School","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4069",1620,9,4,5,NA,NA,3,"3","Male",59,"High School","Self Employed","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4073",1624,8,9,3,1,2,1,"3","Male",68,"Some College","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4075",1626,8,9,0,1,2,2,"3","Male",22,"Degree","Other","White","Other","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4076",1627,9,9,6,1,2,3,"3","Male",35,"Primary School","Full Time","Hispanic","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4077",1628,7,9,1,1,2,2,"3","Male",34,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4084",1635,9,9,6,1,2,3,"3","Female",43,"Degree","Part Time","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4085",1636,9,9,0,1,2,3,"3","Male",65,"Primary School","Unemployed","Hispanic","Catholic","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4087",1638,5,5,1,0,0,1,"3","Male",22,"Degree","Unemployed","Hispanic","Other","Single",4,NA,NA,NA,NA,NA,1,NA,NA,4,1
"4090",1641,9,9,5,1,2,2,"3","Female",56,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4091",1642,9,9,6,1,2,3,"3","Male",56,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4092",1643,7,6,3,1,2,2,"3","Female",62,"High School","Housewife","Hispanic","Catholic","Widowed",3,NA,NA,NA,NA,NA,1,NA,NA,2,NA
"4093",1644,9,9,5,1,2,3,"3","Female",34,"High School","Housewife","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4094",1645,9,7,1,1,1,3,"3","Male",21,"High School","Part Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4096",1647,5,9,4,1,1,2,"3","Male",59,"Degree","Full Time","White","Christian","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4097",1648,9,5,5,1,2,3,"3","Female",73,"High School","Full Time","White","Catholic","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4098",1649,8,9,3,1,1,1,"3","Male",73,"Degree","Unemployed","White","Christian","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4100",1651,9,9,6,1,2,3,"3","Male",21,"Some College","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4101",1652,7,3,1,1,2,2,"3","Male",26,"High School","Full Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4102",1653,9,9,4,1,2,3,"3","Male",26,"High School","Unemployed","Black","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4103",1654,9,9,5,1,2,3,"3","Female",72,"Some College","Part Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4104",1655,9,5,6,1,2,3,"3","Female",70,"High School","Other","White","Other","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4105",1656,9,9,5,1,2,3,"3","Female",77,"High School","Housewife","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4108",1659,9,9,5,1,2,3,"3","Male",52,"High School","Self Employed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4111",1662,8,9,5,1,2,2,"3","Male",78,"High School","Part Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4112",1663,7,9,4,1,2,1,"3","Male",25,"Degree","Other","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4114",1665,9,9,6,1,2,3,"3","Male",28,"High School","Other","Black","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4118",1669,9,7,5,1,2,3,"3","Female",61,"Some College","Unemployed","Black","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4119",1670,8,9,4,1,2,2,"3","Female",58,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4120",1671,8,9,6,1,2,2,"3","Female",67,"Degree","Part Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4121",1672,3,9,4,1,1,2,"3","Female",23,"Degree","Full Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4126",1677,8,8,3,1,1,1,"3","Female",65,"High School","Part Time","Hispanic","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4128",1679,NA,9,1,1,1,1,"3","Female",43,"Degree","Full Time","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4129",1680,9,9,2,1,2,1,"3","Female",56,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4132",1683,9,9,4,1,2,2,"3","Female",63,"Some College","Full Time","White","Christian","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4133",1684,9,9,2,1,2,3,"3","Female",60,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4134",1685,4,5,0,0,2,2,"3","Male",26,"Degree","Full Time","Other","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4136",1687,9,9,5,1,2,1,"3","Male",37,"High School","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4137",1688,9,9,0,0,1,1,"3","Male",64,"High School","Unemployed","White","Judaism","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4138",1689,9,9,6,1,2,3,"3","Female",61,"Some College","Housewife","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4140",1691,6,6,3,0,1,2,"3","Male",31,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4142",1693,9,9,5,1,2,3,"3","Male",77,"Some College","Self Employed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4145",1696,9,9,0,1,2,2,"3","Male",52,"High School","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4147",1698,8,7,3,1,2,1,"3","Male",36,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4148",1699,7,NA,5,0,2,3,"3","Male",29,"High School","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,4,1
"4151",1702,9,NA,5,1,2,3,"3","Female",58,"Some College",NA,"White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4152",1703,9,9,4,1,2,3,"3","Female",47,"Degree","Housewife","Other","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4153",1704,7,9,2,1,2,2,"3","Female",61,"High School","Full Time","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4154",1705,9,9,5,1,2,3,"3","Female",74,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4156",1707,9,9,5,1,2,2,"3","Female",19,"Some College","Full Time","White","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4157",1708,8,9,0,0,2,1,"3","Female",34,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4158",1709,6,9,0,0,2,1,"3","Female",30,"Some College","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4159",1710,9,9,6,1,2,3,"3","Female",40,"Some College","Other","Other","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4160",1711,9,9,1,1,2,2,"3","Male",53,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4161",1712,9,7,6,1,1,3,"3","Female",43,"Some College","Full Time","Hispanic","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4162",1713,9,9,4,1,2,3,"3","Female",26,"High School","Unemployed","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4164",1715,9,9,5,1,2,3,"3","Female",58,"High School","Other","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4166",1717,9,9,5,1,2,3,"3","Female",60,"High School","Full Time","Hispanic","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4167",1718,9,9,5,1,1,3,"3","Male",72,"High School","Unemployed","Other","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4168",1719,9,9,5,1,2,NA,"3","Female",37,"High School","Housewife","Hispanic","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4169",1720,9,9,6,1,2,2,"3","Male",68,"High School","Unemployed","Hispanic","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4170",1721,9,4,5,1,2,3,"3","Male",59,"High School","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4171",1722,9,7,0,1,2,2,"3","Male",34,"High School","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4172",1723,7,9,2,1,1,1,"3","Female",36,"Degree","Part Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4173",1724,9,9,6,1,2,3,"3","Female",27,"Some College","Self Employed","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4176",1727,9,9,3,1,2,3,"3","Female",69,"High School","Unemployed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4177",1728,6,9,0,1,1,1,"3","Female",72,"High School","Unemployed","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4178",1729,9,9,5,1,2,3,"3","Male",37,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4181",1732,9,9,6,1,2,3,"3","Male",30,"High School","Unemployed","Hispanic","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4182",1733,7,9,4,1,2,2,"3","Female",75,"Degree","Part Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4185",1736,4,9,1,0,1,1,"3","Male",80,"Degree","Unemployed","Black","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
