"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2"
"663",3,2,4,0,2,4,1,"Male",22,"High School","Unemployed","Hispanic","None","Single",4,3,2,2,1,1,-1,2,2,1
"664",9,1,5,1,2,2,1,"Female",22,"Degree","Unemployed","White","None","Married",3,3,1,3,1,1,1,2,2,2
"665",7,1,4,1,1,2,1,"Male",22,"Some College","Part Time","White","None","Single",3,5,2,5,1,2,1,1,1,1
"666",10,1,1,1,1,1,1,"Male",76,"Primary School","Unemployed","Hispanic",NA,"Married",1,1,5,1,1,1,1,2,1,2
"667",10,1,1,1,1,1,1,"Female",33,"Degree","Full Time","White","Christian","Married",1,4,4,2,1,1,1,2,1,2
"668",7,6,4,1,1,1,1,"Male",28,"Some College","Full Time","Black","Other","Single",4,4,1,4,1,2,1,1,2,1
"669",10,1,5,1,1,1,1,"Female",56,"High School","Unemployed","Black","Christian","Separated",2,2,4,4,1,1,1,1,2,1
"670",-1,1,2,1,1,1,1,"Female",56,"Some College","Part Time","White","Catholic","Married",2,4,1,4,1,1,1,2,1,1
"671",10,1,2,1,1,2,1,"Female",48,"Some College","Full Time","Black","Other","Separated",3,1,3,1,1,-1,1,2,1,1
"672",10,1,2,1,1,1,1,"Male",46,"Some College","Full Time","White","Catholic","Single",1,1,5,1,1,1,1,2,1,1
"673",6,1,4,1,-1,2,1,"Male",71,"Degree","Unemployed","White","Catholic","Separated",2,3,2,4,-1,-1,-1,2,2,1
"674",10,1,4,1,1,1,1,"Male",62,"Primary School","Part Time","White","Catholic","Married",1,2,2,1,1,1,1,2,2,2
"675",2,2,7,0,1,4,1,"Female",26,"Degree","Unemployed","White",NA,"Single",4,4,2,5,2,2,1,2,2,1
"676",10,4,2,1,1,2,1,"Male",39,"Degree","Full Time","White","Catholic","Single",2,3,4,3,1,1,1,2,1,2
"677",6,3,2,1,2,3,1,"Male",61,"Degree","Full Time","White","None","Separated",4,4,2,4,1,1,1,2,2,1
"678",5,1,4,1,2,3,1,"Male",39,"Degree","Full Time","White",NA,"Single",3,4,1,4,1,-1,1,2,2,2
"679",3,3,5,0,2,3,1,"Female",34,"Degree","Other","Black","Catholic","Married",2,4,2,3,1,2,-1,2,2,1
"680",5,2,3,1,-1,3,1,"Female",69,"High School","Unemployed","Other","Other","Married",2,3,1,3,1,1,2,2,2,2
"681",10,5,4,1,1,3,1,"Female",25,"Degree","Full Time","Black",NA,"Single",3,4,2,3,1,1,1,2,2,2
"682",10,9,6,1,1,2,1,"Female",56,"Degree","Part Time","Other","Catholic","Married",2,4,2,4,1,1,1,1,2,1
"683",7,1,6,1,1,2,1,"Female",53,"Some College","Unemployed","Black","Other","Married",2,2,2,1,1,1,1,2,2,2
"684",10,6,3,1,1,1,1,"Female",51,"Degree","Full Time","White","Catholic","Married",3,5,2,3,1,2,1,2,1,2
"685",10,2,6,1,1,1,1,"Male",59,"Degree","Full Time","Other","Other","Married",1,4,2,2,1,1,1,2,1,1
"686",10,2,5,1,1,2,1,"Female",50,"Some College","Full Time","White","Catholic","Married",3,3,2,3,1,1,1,1,2,1
"687",10,5,5,1,1,3,1,"Male",58,"High School","Unemployed","White","Other","Married",1,2,2,3,1,1,1,2,2,1
"688",10,1,5,1,1,2,1,"Female",50,"High School","Unemployed","White","None","Separated",1,2,1,4,1,1,1,2,2,2
"689",5,2,5,0,2,3,1,"Male",31,"High School","Full Time","White","Judaism","Married",2,3,3,3,1,1,1,2,2,2
"690",8,6,6,1,1,2,1,"Female",31,"High School","Self Employed","White","Catholic","Single",3,5,5,3,1,1,1,1,2,2
"691",4,6,7,1,1,2,1,"Male",32,"High School","Full Time","Black","None","Separated",3,4,2,4,1,1,1,2,2,1
"692",10,6,7,1,1,3,1,"Male",41,"High School","Full Time","White","Christian","Married",4,3,3,1,1,1,1,2,2,1
"693",9,3,5,1,1,1,1,"Female",47,"Some College","Unemployed","White","Christian","Married",3,3,1,5,1,1,1,2,2,1
"694",10,1,2,1,1,1,1,"Female",35,"Degree","Part Time","White",NA,"Widowed",2,1,1,1,1,1,1,2,1,3
"695",9,1,6,1,1,1,1,"Male",51,"High School","Unemployed","White","Other","Separated",1,2,1,3,1,1,1,2,2,2
"696",10,1,-1,1,1,1,1,"Female",51,"High School","Full Time","White","None","Married",3,1,1,5,1,1,1,2,2,1
"697",5,1,7,0,2,1,1,"Male",18,"Primary School","Full Time","Black","None","Single",1,2,2,2,1,1,1,1,2,2
"698",7,6,4,1,1,2,1,"Female",35,"High School","Housewife","White","Catholic","Married",2,2,2,2,1,1,1,2,1,2
"699",10,1,2,1,1,1,1,"Female",44,"Some College","Full Time","Black","Other","Married",1,5,2,4,1,1,1,2,1,1
"700",5,1,4,1,1,3,1,"Male",55,"High School","Unemployed","White","None","Married",2,3,1,2,1,2,1,2,2,2
"701",9,3,4,1,1,2,1,"Male",47,"Degree","Full Time","White","Catholic","Married",2,3,4,4,1,1,1,2,2,1
"702",10,1,2,1,1,1,1,"Female",78,"Degree","Unemployed","White","Christian","Single",3,3,3,3,1,1,1,2,1,1
"703",10,1,1,1,1,1,1,"Female",76,"Degree","Part Time","White","Catholic","Widowed",2,2,5,1,1,1,1,2,1,1
"704",3,1,7,0,2,3,1,"Female",53,"Some College","Full Time","White","None","Separated",3,3,1,3,1,2,2,2,2,1
"705",10,1,1,1,1,1,1,"Female",74,"High School","Unemployed","Black","Christian","Widowed",2,1,2,3,1,1,1,2,1,1
"706",10,1,3,1,1,2,1,"Male",64,"Degree","Unemployed","White","Christian","Widowed",2,3,3,4,1,2,1,2,1,2
"707",10,5,3,1,1,3,1,"Male",29,"Degree","Full Time","Black","Christian","Married",2,2,2,2,1,1,1,2,1,1
"708",10,1,2,1,1,1,1,"Male",45,"Degree","Full Time","White","Christian","Separated",2,2,2,2,1,1,1,2,1,2
"709",10,1,2,1,1,1,1,"Female",53,"Some College","Unemployed","White","Catholic","Single",1,4,4,1,1,1,1,2,1,1
"710",1,2,6,0,2,4,1,"Male",54,"Degree","Unemployed","White","None","Married",3,4,1,3,2,2,2,2,2,1
"711",10,1,1,1,1,1,1,"Female",63,"Degree","Other","White","Catholic","Separated",2,1,4,1,1,1,1,2,1,1
"712",10,1,2,1,1,2,1,"Female",56,"Some College","Other","White","Catholic","Separated",2,1,4,1,1,1,1,1,2,1
"713",9,1,3,1,1,1,1,"Male",74,"Degree","Unemployed","White","Judaism","Married",2,4,2,4,1,1,1,2,1,1
"714",9,1,5,1,1,2,1,"Female",62,"Some College","Unemployed","White","Christian","Married",2,3,2,4,1,1,1,2,2,3
"715",7,1,3,1,1,2,1,"Male",40,"Primary School","Full Time","White","Catholic","Married",2,4,3,4,1,1,1,2,1,1
"716",10,1,6,1,1,2,1,"Female",28,"Primary School","Full Time","Black","Christian","Single",1,4,2,3,1,1,1,2,2,1
"717",8,1,3,0,1,1,1,"Male",78,"Degree","Unemployed","White","Judaism","Widowed",2,5,2,2,1,1,1,2,1,2
"718",7,1,5,1,2,1,1,"Male",35,"Primary School","Full Time","Black","None","Married",3,4,2,2,1,1,1,1,2,1
"719",10,1,2,1,1,2,1,"Male",23,"Degree","Full Time","White","Catholic","Single",1,1,3,2,1,1,1,1,2,1
"720",7,1,7,1,1,3,1,"Male",27,"Degree","Full Time","White","None","Single",3,4,1,3,1,1,1,2,2,2
"721",10,1,6,1,1,3,1,"Male",43,"Degree","Full Time","White","None","Married",3,5,1,4,1,1,1,1,2,1
"722",10,1,2,1,1,2,1,"Female",34,"Some College","Full Time","Hispanic","Other","Separated",2,1,2,2,1,1,1,2,2,1
"723",10,5,2,1,1,1,1,"Female",37,"Some College","Full Time","Other","Other","Married",1,1,5,1,1,1,1,2,1,1
"724",3,6,6,1,2,4,1,"Female",34,"Degree","Full Time","White","Christian","Married",3,5,2,5,1,2,1,2,2,1
"725",9,8,5,1,1,2,1,"Female",43,"High School","Unemployed","White","Catholic","Married",3,2,3,4,1,1,1,2,2,2
"726",9,4,2,1,1,1,1,"Female",42,"High School","Housewife","White","Catholic","Married",2,4,3,3,1,1,1,2,1,2
"727",10,3,1,1,2,1,1,"Male",43,"Degree","Full Time","Black","None","Single",2,4,2,2,1,1,1,2,1,1
"728",10,2,4,1,1,2,1,"Female",30,"Degree","Full Time","White","Other","Married",1,3,4,2,1,1,1,2,2,1
"729",10,1,2,1,1,1,1,"Male",40,"Some College","Full Time","Black","Christian","Married",1,2,4,2,1,1,1,2,1,2
"730",10,1,1,1,1,1,1,"Male",37,"Degree","Full Time","Black","Christian","Married",1,4,5,3,1,1,1,2,1,1
"731",3,3,6,1,-1,4,1,"Male",37,"High School","Full Time","White",NA,"Separated",3,4,2,4,1,2,-1,2,2,2
"732",10,1,2,1,1,1,1,"Female",46,"Primary School","Full Time","White","Christian","Married",1,1,3,1,1,1,1,2,1,1
"733",10,1,1,1,1,1,1,"Female",41,"High School","Self Employed","Hispanic","Catholic","Married",1,2,1,1,1,1,1,2,1,1
"734",6,1,7,0,2,4,1,"Male",38,"High School","Full Time","White","None","Single",4,4,2,4,1,1,1,2,2,3
"735",7,3,7,1,1,3,1,"Male",46,"Degree","Full Time","White","None","Married",3,5,1,3,1,2,1,2,2,1
"736",10,2,1,1,1,1,1,"Female",23,"Some College","Part Time","Other","Christian","Single",2,4,4,3,1,1,1,2,1,2
"737",10,1,2,1,1,1,1,"Male",40,"Degree","Full Time","White","Catholic","Married",1,1,4,2,1,1,1,2,1,1
"738",10,2,2,1,1,1,1,"Male",50,"Degree","Full Time","White","Christian","Married",1,5,4,4,1,1,1,2,1,2
"739",10,1,1,1,1,1,1,"Female",33,"Degree","Full Time","Black","Other","Single",1,3,5,2,1,1,1,2,1,1
"740",10,1,2,1,1,1,1,"Male",65,"High School","Full Time","White","None","Married",1,2,2,1,1,1,1,2,1,1
"741",7,5,2,1,1,1,1,"Male",33,"Degree","Self Employed","White","Other","Married",2,4,3,2,1,1,1,2,1,2
"742",10,1,1,1,1,1,1,"Female",63,"High School","Housewife","White","Other","Married",2,2,2,2,1,1,1,1,1,2
"743",10,1,2,1,1,1,1,"Female",35,"High School","Unemployed","Hispanic","Other","Married",1,3,1,3,1,1,1,2,1,1
"744",10,1,3,1,1,1,1,"Male",59,"High School","Full Time","Black","Christian","Married",1,2,4,2,1,1,1,2,1,1
"745",10,1,2,1,2,1,1,"Female",44,"High School","Part Time","White","Other","Married",2,1,3,2,1,1,1,2,1,1
"746",8,2,4,1,2,3,1,"Male",18,"Primary School","Part Time","White","Judaism","Single",2,4,4,5,1,1,1,2,1,3
"747",3,2,5,1,2,3,1,"Male",48,"High School","Full Time","White",NA,"Separated",3,4,2,4,1,-1,1,2,2,2
"748",9,4,2,1,1,1,1,"Male",80,"Some College","Unemployed","White","Christian","Married",1,2,2,2,1,1,1,2,1,1
"749",10,3,1,1,1,1,1,"Female",36,"Degree","Part Time","Other","Other","Married",1,1,4,1,1,1,1,2,1,1
"750",10,1,2,1,1,1,1,"Male",37,"Degree","Full Time","White","Christian","Married",2,2,4,1,1,1,1,2,1,2
"751",10,1,1,1,1,1,1,"Male",45,"Degree","Full Time","White","Other","Married",1,1,4,1,1,1,1,2,1,1
"752",2,3,5,0,2,2,1,"Female",63,"Some College","Part Time","White","Judaism","Widowed",3,5,1,5,2,2,2,2,1,3
"753",7,2,3,1,2,3,1,"Female",34,"Degree","Full Time","White","Other","Married",3,4,2,2,1,1,1,2,1,2
"754",9,1,2,1,1,2,1,"Female",30,"Some College","Full Time","White","Catholic","Single",2,2,4,2,1,1,1,2,2,2
"755",2,1,7,0,2,3,1,"Male",25,"Primary School","Full Time","White","None","Single",4,5,2,4,1,2,2,1,2,2
"756",10,1,2,1,1,1,1,"Female",42,"Some College","Housewife","White","Christian","Married",1,1,5,1,1,1,1,2,1,1
"757",3,1,7,0,2,3,1,"Male",66,"Some College","Unemployed","White","Catholic","Married",1,3,3,3,2,2,1,2,2,3
"758",7,2,5,1,1,2,1,"Male",44,"Degree","Full Time","White","None","Married",2,3,2,4,1,1,1,2,2,3
"759",8,1,2,1,1,3,1,"Male",37,"High School","Full Time","White","None","Single",2,4,4,3,1,1,1,2,2,2
"760",5,1,7,1,2,3,1,"Male",45,"High School","Full Time","White","None","Married",3,4,2,4,1,1,1,2,2,4
"761",10,1,2,1,1,1,1,"Female",31,"Degree","Full Time","Hispanic","Christian","Separated",1,1,3,2,1,1,1,2,1,1
"762",10,1,2,0,1,1,1,"Male",80,"Degree","Unemployed","White","None","Married",2,4,2,3,1,1,1,1,2,3
"763",10,1,2,1,1,2,1,"Male",38,"High School","Full Time","White","Christian","Separated",2,4,2,4,1,1,1,1,2,2
"764",10,3,2,1,1,1,1,"Female",19,"Some College","Full Time","Hispanic","Christian","Single",1,3,2,3,1,1,1,2,1,1
"765",10,1,2,1,1,1,1,"Female",43,"Degree","Full Time","White","Christian","Separated",1,2,4,1,1,1,1,2,1,1
"766",9,1,4,1,1,3,1,"Female",35,"Some College","Part Time","White","None","Married",2,3,4,3,1,1,1,2,2,1
"767",9,1,7,1,2,3,1,"Female",30,"Degree","Full Time","White","Christian","Separated",3,1,1,5,1,1,1,2,2,1
"768",10,1,1,1,1,1,1,"Female",67,"Some College","Unemployed","White","Christian","Separated",1,2,4,1,1,1,1,2,1,1
"769",10,1,2,1,1,1,1,"Female",50,"High School","Unemployed","White","Catholic","Single",2,4,2,2,1,1,1,2,2,2
"770",5,10,1,1,2,1,1,"Female",51,"High School","Part Time","Other","Judaism","Married",2,3,3,3,-1,2,1,1,1,1
"771",8,1,3,1,1,2,1,"Male",19,"High School","Full Time","White","None","Single",1,4,3,3,1,1,1,2,2,2
"772",9,1,4,1,1,2,1,"Male",28,"Degree","Full Time","White","Catholic","Married",3,2,3,2,1,1,1,1,2,2
"773",10,1,2,1,1,2,1,"Female",31,"High School","Full Time","White","Catholic","Married",1,1,3,1,1,1,1,2,1,1
"774",7,7,7,1,2,3,1,"Female",29,"High School","Housewife","White","None","Married",3,4,1,4,1,1,1,2,2,1
"775",8,1,7,1,1,3,1,"Female",51,"Some College","Housewife","White","None","Married",3,4,1,4,1,2,1,2,2,1
"776",9,1,3,1,1,2,1,"Female",30,"Degree","Full Time","White","Catholic","Married",2,2,4,2,1,1,1,2,1,2
"777",6,1,5,1,2,3,1,"Male",27,"Primary School","Full Time","White","Catholic","Single",3,4,3,3,1,1,1,1,2,1
"778",10,1,4,1,1,2,1,"Male",40,"Primary School","Full Time","White","None","Married",3,1,1,3,1,1,1,2,2,2
"779",10,1,4,1,1,2,1,"Male",57,"Some College","Self Employed","White","Catholic","Married",2,3,3,3,1,1,1,2,2,1
"780",8,1,4,1,1,1,1,"Male",58,"Some College","Full Time","White","Catholic","Married",2,4,2,4,1,1,1,2,2,2
"781",10,4,2,1,1,1,1,"Male",42,"Primary School","Full Time","White","Catholic","Separated",2,1,4,2,1,1,1,2,1,1
"782",4,5,5,0,1,3,1,"Male",62,"Primary School","Unemployed","White","Christian","Married",1,3,2,3,1,1,1,2,2,1
"783",10,1,1,1,1,1,1,"Female",76,"Primary School","Unemployed","White","Catholic","Married",1,1,2,1,1,1,1,2,1,1
"784",10,1,2,1,1,2,1,"Female",43,"Degree","Full Time","White","Other","Separated",1,1,2,2,1,1,1,-1,1,2
"785",9,1,6,1,1,2,1,"Male",53,"Degree","Full Time","White","Christian","Married",2,4,4,1,1,1,1,2,2,1
"786",9,1,1,1,1,2,1,"Female",66,"Primary School","Housewife","White","Christian","Married",2,2,2,2,1,1,1,2,2,2
"787",9,6,3,1,1,1,1,"Female",49,"High School","Unemployed","White","None","Separated",2,4,2,4,1,1,1,2,1,2
"788",9,1,1,1,1,1,1,"Male",72,"High School","Full Time","White","Christian","Married",3,2,2,2,1,1,1,2,1,3
"789",10,3,6,1,1,1,1,"Female",73,"High School","Unemployed","White","Other","Widowed",2,3,2,3,1,1,1,2,1,1
"790",10,1,1,1,1,1,1,"Female",58,"High School","Unemployed","White","Catholic","Separated",1,1,3,1,1,1,1,2,1,1
"791",1,1,7,0,3,4,1,"Male",65,"Degree","Unemployed","White","None","Single",4,4,1,4,1,2,2,2,2,2
"792",5,6,6,0,2,1,1,"Male",36,"High School","Part Time","Black","None","Married",1,4,3,4,1,1,1,2,2,3
"793",10,1,2,1,1,1,1,"Female",49,"Some College","Full Time","White","Christian","Married",1,2,4,1,1,1,1,1,1,1
"794",10,6,3,1,1,1,1,"Female",29,"Some College","Housewife","Black","Other","Married",2,1,2,4,1,1,1,2,2,3
"795",10,5,7,1,1,2,1,"Male",22,"High School","Full Time","White","None","Single",2,4,2,3,1,1,1,2,2,1
"796",9,4,2,1,1,1,1,"Female",42,"Primary School","Housewife","White","Catholic","Married",2,3,4,2,1,1,1,2,1,1
"797",8,1,4,1,1,2,1,"Female",73,"Primary School","Unemployed","White","None","Widowed",3,3,2,3,1,1,1,2,2,1
"798",10,3,1,1,1,1,1,"Female",38,"Primary School","Full Time","White","Other","Married",1,3,2,2,1,1,1,2,2,2
"799",10,1,1,1,1,1,1,"Male",20,"High School","Full Time","Black","None","Single",2,3,1,1,1,1,1,1,1,1
"800",9,3,4,0,1,1,1,"Female",34,"Primary School","Full Time","White","None","Married",1,3,3,3,1,1,1,2,2,3
"801",10,1,4,1,1,1,1,"Male",49,"Primary School","Unemployed","White","None","Separated",2,2,2,2,1,1,1,2,2,2
"802",10,1,2,1,1,1,1,"Male",20,"High School","Full Time","Black","Other","Single",1,3,3,3,1,1,1,2,1,2
"803",6,1,7,1,2,4,1,"Male",56,"Degree","Full Time","White","None","Married",4,3,1,3,-1,-1,1,2,2,2
"804",9,1,6,1,1,1,1,"Female",47,"Primary School","Full Time","White","Catholic","Separated",2,2,4,2,-1,-1,-1,2,2,2
"805",9,2,2,1,1,1,1,"Male",38,"Degree","Full Time","White","Christian","Married",2,2,5,1,1,1,1,2,1,2
"806",10,2,1,1,1,1,1,"Female",44,"Degree","Full Time","White","Christian","Separated",2,2,3,2,1,1,1,2,1,2
"807",10,1,1,1,1,1,1,"Female",53,"Degree","Self Employed","White","Christian","Married",1,2,4,1,1,1,1,2,1,1
"808",8,1,3,1,1,2,1,"Female",52,"Degree","Unemployed","White","Christian","Married",2,3,4,2,1,1,1,2,2,1
"809",10,4,1,1,1,2,1,"Male",18,"Primary School","Full Time","White","Other","Single",1,1,2,3,1,1,1,2,2,2
"810",10,1,3,1,1,2,1,"Female",44,"Some College","Part Time","White","None","Married",1,4,2,3,1,1,1,1,2,2
"811",8,5,3,1,1,2,1,"Male",31,"High School","Full Time","White","Christian","Married",2,3,2,4,1,1,1,2,1,2
"812",10,1,1,1,1,2,1,"Female",42,"High School","Full Time","White","Other","Married",3,3,1,3,2,1,1,2,1,1
"813",9,3,5,1,1,2,1,"Male",51,"Degree","Full Time","White","Judaism","Separated",2,2,3,2,1,1,1,2,2,2
"814",7,2,7,1,1,3,1,"Male",19,"Some College","Other","White","Judaism","Single",2,3,3,3,1,-1,1,2,2,1
"815",2,1,7,0,2,3,1,"Male",50,"Degree","Full Time","White","Judaism","Single",3,5,4,5,1,2,2,1,2,1
"816",9,2,2,1,1,1,1,"Female",35,"Degree","Housewife","White","Catholic","Married",2,2,3,2,1,1,1,2,1,3
"817",10,1,1,1,1,1,1,"Female",56,"Primary School","Unemployed","White","Other","Single",1,1,5,1,1,1,1,2,1,4
"818",10,1,5,1,2,1,1,"Female",43,"Primary School","Full Time","White","None","Married",2,2,3,2,1,1,1,2,2,1
"819",10,2,2,1,1,1,1,"Female",44,"Degree","Full Time","White","Catholic","Married",1,4,4,2,1,1,1,2,1,1
"820",2,1,4,1,2,3,1,"Male",51,"Degree","Full Time","White","Judaism","Married",3,5,1,4,-1,2,1,2,1,2
"821",10,1,7,1,1,2,1,"Female",39,"Primary School","Full Time","White",NA,"Separated",2,3,3,3,1,1,1,-1,2,1
"822",8,4,4,1,1,2,1,"Male",26,"Degree","Self Employed","White","Catholic","Single",2,1,1,2,1,1,1,-1,1,1
"823",9,1,3,1,1,1,1,"Female",45,"Degree","Full Time","White","Christian","Married",2,3,2,2,1,1,1,2,2,2
"824",10,1,1,1,1,1,1,"Male",46,"High School","Full Time","Black","Christian","Married",1,2,4,2,1,1,1,2,1,1
"825",8,1,3,1,1,2,1,"Male",22,"Primary School","Self Employed","White","Christian","Separated",1,1,2,1,1,1,1,2,1,2
"826",10,2,6,1,1,1,1,"Female",60,"High School","Housewife","White","Christian","Married",3,3,3,2,1,1,1,2,1,2
"827",9,1,7,1,1,2,1,"Male",23,"Some College","Full Time","White","Catholic","Single",2,2,3,4,1,1,1,2,2,2
"828",1,10,7,0,3,1,1,"Female",47,"High School","Full Time","White","Other","Married",3,3,3,3,1,2,2,2,2,1
"829",8,2,6,0,1,2,1,"Male",59,"Degree","Full Time","White","Christian","Married",4,3,2,4,1,2,1,2,2,1
"830",10,1,1,1,1,1,1,"Female",51,"Degree","Full Time","White","Catholic","Single",2,5,2,2,1,1,1,2,1,1
"831",10,1,4,1,2,1,1,"Female",39,"High School","Unemployed","Black","Other","Married",1,3,2,2,1,1,1,2,1,3
"832",10,1,1,1,1,1,1,"Male",66,"Degree","Unemployed","Black","Christian","Married",1,1,2,1,1,1,1,2,1,1
"833",2,1,7,1,1,3,1,"Male",39,"Degree","Self Employed","White","None","Married",-1,5,4,3,1,2,2,2,2,2
"834",8,1,3,1,1,2,1,"Male",30,"High School","Full Time","White",NA,"Single",2,4,4,3,1,1,1,2,1,2
"835",6,5,1,1,1,1,1,"Female",36,"Primary School","Full Time","Black","Other","Separated",1,1,2,2,1,1,1,2,1,2
"836",10,1,2,1,1,1,1,"Female",57,"Degree","Unemployed","White","Christian","Separated",3,3,3,3,1,1,1,2,1,1
"837",9,1,2,1,1,2,1,"Female",59,"Some College","Unemployed","White","Christian","Separated",2,-1,2,3,-1,1,1,2,1,3
"838",10,1,2,1,-1,2,1,"Female",63,"Some College","Unemployed","White","Catholic","Separated",1,3,1,2,1,1,1,2,1,2
"839",10,1,4,1,1,1,1,"Male",20,"High School","Full Time","Black","Other","Married",1,3,1,3,1,1,1,2,2,2
"840",10,1,4,1,1,3,1,"Male",48,"Some College","Full Time","Hispanic","Catholic","Married",1,-1,-1,2,1,1,1,2,1,2
"841",10,1,1,1,1,1,1,"Female",59,"High School","Part Time","White","Catholic","Separated",1,1,4,1,1,1,1,2,1,1
"842",2,1,7,1,2,2,1,"Female",33,"Degree","Full Time","White","None","Single",2,3,4,3,1,2,1,2,2,1
"843",4,5,4,1,1,2,1,"Male",69,"Degree","Unemployed","White","Catholic","Married",2,4,1,4,1,1,1,2,2,1
"844",10,10,2,1,1,1,1,"Female",46,"Degree","Part Time","White",NA,"Single",1,3,2,1,1,1,1,2,1,1
"845",9,1,4,1,1,1,1,"Female",29,"Degree","Full Time","Black","Other","Married",2,2,2,2,1,1,1,2,1,2
"846",3,2,2,1,2,2,1,"Female",54,"Degree","Full Time","White","Christian","Married",2,5,4,-1,1,2,1,2,1,2
"847",10,1,1,1,1,2,1,"Male",48,"Degree","Full Time","White","None","Single",3,3,4,3,1,1,1,2,2,1
"848",2,1,6,1,1,1,1,"Female",57,"High School","Unemployed","White","Catholic","Single",1,2,2,2,1,1,1,2,2,2
"849",8,6,5,1,1,3,1,"Male",43,"Some College","Full Time","White","Other","Single",2,3,2,3,1,2,1,2,2,1
"850",10,1,3,0,1,1,1,"Male",60,"High School","Full Time","White","Catholic","Married",2,4,2,3,1,1,1,2,2,1
"851",5,1,7,0,1,-1,1,"Male",44,"Primary School","Full Time","White","None","Married",3,4,2,4,1,2,2,2,1,4
"852",5,1,2,1,1,2,1,"Female",54,"Degree","Unemployed","White","Catholic","Married",1,4,2,4,1,2,1,2,2,1
"853",10,1,1,1,1,1,1,"Female",62,"Some College","Unemployed","White","Catholic","Married",1,5,1,5,1,1,1,2,1,1
"854",3,7,7,1,2,4,1,"Female",29,"Degree","Full Time","White","None","Married",3,5,2,3,1,2,1,2,2,2
"855",7,3,4,1,1,2,1,"Male",37,"Degree","Full Time","White","Catholic","Single",2,2,2,2,1,1,1,2,2,2
"856",7,6,3,0,1,1,1,"Female",78,"High School","Unemployed","White","Judaism","Widowed",2,4,1,4,2,2,1,2,1,1
"857",1,3,7,1,3,3,1,"Male",20,"Some College","Other","Other","None","Single",4,4,2,4,-1,2,2,2,2,2
"858",10,1,5,1,1,1,1,"Male",42,"Degree","Unemployed","Other","Other","Single",4,2,4,2,1,1,1,2,1,1
"859",10,1,2,1,1,1,1,"Female",46,"High School","Part Time","White","Catholic","Married",2,3,2,2,1,1,1,2,1,3
"860",1,10,7,0,2,4,1,"Male",27,"Some College","Full Time","White","None","Single",4,3,1,3,2,2,2,2,2,2
"861",6,6,7,0,1,2,1,"Male",66,"Some College","Unemployed","White","Catholic","Widowed",4,5,1,3,-1,2,1,2,2,1
"862",10,1,3,0,1,2,1,"Male",22,"High School","Other","White","Catholic","Single",3,3,2,3,1,1,1,2,2,1
"863",10,10,2,1,1,1,1,"Female",69,"High School","Unemployed","White","Catholic","Widowed",1,4,2,4,1,1,1,2,2,1
"864",10,5,6,1,1,2,1,"Female",32,"High School","Full Time","Hispanic","Christian","Married",3,2,2,3,1,2,1,2,2,1
"865",10,1,2,1,1,1,1,"Female",68,"Primary School","Unemployed","White","Christian","Married",1,3,4,2,1,1,1,2,1,2
"866",10,1,2,1,1,1,1,"Male",79,"Degree","Unemployed","White","Christian","Married",2,2,4,2,1,1,1,2,1,1
"867",10,1,2,1,1,1,1,"Female",45,"Degree","Full Time","White","Catholic","Married",2,4,4,2,1,1,1,2,1,2
"868",10,1,2,1,1,1,1,"Male",54,"Some College","Other","White","Christian","Married",1,1,4,1,1,1,1,2,1,1
"869",10,1,3,1,1,1,1,"Male",44,"Degree","Self Employed","Other","Christian","Separated",2,4,2,4,1,1,1,2,1,3
"870",10,1,1,1,1,1,1,"Female",23,"Degree","Full Time","White","Christian","Married",2,5,4,4,1,-1,1,2,1,1
"871",9,3,1,1,1,1,1,"Male",78,"Some College","Unemployed","White","Catholic","Widowed",1,2,2,2,1,1,1,2,1,2
"872",9,1,3,1,1,2,1,"Female",38,"Primary School","Full Time","Hispanic","Catholic","Married",3,4,3,4,1,1,1,1,2,1
"873",8,3,2,1,1,1,1,"Female",31,"Degree","Full Time","White","Catholic","Married",1,2,2,2,1,1,1,2,1,1
"874",10,1,2,1,1,1,1,"Female",30,"Primary School","Self Employed","White","Catholic","Married",1,2,1,1,1,1,1,2,1,2
"875",10,2,2,1,1,1,1,"Male",52,"Degree","Full Time","White","Christian","Married",2,4,3,2,1,1,1,2,1,1
"876",10,1,3,1,1,1,1,"Male",74,"Degree","Unemployed","White","Christian","Married",1,2,2,2,1,1,1,2,1,1
"877",10,6,2,1,1,1,1,"Male",57,"Degree","Unemployed","White","Catholic","Married",1,3,4,2,1,1,1,2,1,1
"878",10,3,3,1,1,1,1,"Female",72,"Primary School","Housewife","Black","Other","Married",2,1,4,4,1,1,1,2,1,1
"879",7,4,3,1,1,2,1,"Female",56,"High School","Full Time","Black","Catholic","Married",3,4,2,4,1,1,1,2,1,3
"880",8,1,2,1,1,1,1,"Male",66,"High School","Unemployed","Black","Other","Married",1,1,1,1,2,2,1,2,1,1
"881",10,1,2,1,1,1,1,"Female",69,"Primary School","Unemployed","Black","Catholic","Separated",1,1,4,2,1,1,1,2,1,1
"882",9,1,6,0,1,1,1,"Male",38,"Primary School","Full Time","White","Other","Married",1,3,4,3,1,1,1,2,2,2
"883",7,1,2,1,1,3,1,"Male",26,"Degree","Full Time","Hispanic","Other","Single",3,4,2,4,1,1,1,2,2,1
