"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"1712",1,1,3,1,2,1,1,2,1,10,3,"Female",43,"Some College","Full Time","Hispanic","Christian","Married"
"1713",1,1,1,3,1,1,1,1,1,10,3,"Female",26,"High School","Unemployed","White","Other","Single"
"1714",3,2,2,7,0,1,2,2,3,3,3,"Male",74,"Degree","Unemployed","Other","None","Separated"
"1715",1,1,1,2,2,1,2,1,1,10,3,"Female",58,"High School","Other","White","Christian","Widowed"
"1716",NA,1,NA,6,2,1,2,1,1,10,3,"Male",41,"Primary School",NA,"White",NA,"Married"
"1717",1,1,1,2,2,1,2,1,1,10,3,"Female",60,"High School","Full Time","Hispanic","Catholic","Single"
"1718",1,1,1,2,0,1,2,2,1,10,3,"Male",72,"High School","Unemployed","Other","Catholic","Married"
"1719",2,1,1,2,2,1,1,1,NA,10,3,"Female",37,"High School","Housewife","Hispanic","Other","Married"
"1720",2,1,1,1,2,1,2,1,2,10,3,"Male",68,"High School","Unemployed","Hispanic","Christian","Married"
"1721",2,1,6,2,2,1,3,1,1,10,3,"Male",59,"High School","Full Time","White","Catholic","Married"
"1722",1,1,3,7,1,1,1,1,2,10,3,"Male",34,"High School","Full Time","White","Catholic","Married"
"1723",3,1,1,5,0,1,1,2,3,8,3,"Female",36,"Degree","Part Time","White","Christian","Married"
"1724",1,1,1,1,1,1,1,1,1,10,3,"Female",27,"Some College","Self Employed","White","Other","Single"
"1725",2,1,3,4,0,1,3,1,2,9,3,"Female",66,"Some College","Unemployed","White","None","Married"
"1726",2,1,6,7,1,1,2,1,2,6,3,"Male",20,"High School","Unemployed","Black","None","Single"
"1727",3,1,1,4,0,1,1,1,1,10,3,"Female",69,"High School","Unemployed","White","Christian","Married"
"1728",2,1,1,7,1,1,1,2,3,7,3,"Female",72,"High School","Unemployed","White","Christian","Widowed"
"1729",2,1,1,2,2,1,1,1,1,10,3,"Male",37,"Some College","Full Time","White","Christian","Married"
"1730",4,2,1,7,0,0,3,3,4,1,3,"Male",54,"High School","Unemployed","White","None","Separated"
"1731",2,1,1,2,2,1,2,1,1,10,3,"Male",41,"Degree","Full Time","White","None","Married"
"1732",2,1,1,1,2,1,2,1,1,10,3,"Male",30,"High School","Unemployed","Hispanic","Christian","Single"
"1733",2,1,1,3,1,1,1,1,2,8,3,"Female",75,"Degree","Part Time","Hispanic","Catholic","Married"
"1734",NA,1,NA,1,2,1,1,1,1,10,3,"Male",29,"Degree",NA,"Black",NA,"Married"
"1735",4,1,2,6,1,1,3,1,3,7,3,"Male",52,"Degree","Full Time","White",NA,"Married"
"1736",2,1,1,6,0,0,3,2,3,5,3,"Male",80,"Degree","Unemployed","Black","Christian","Married"
"1737",2,1,1,4,2,1,1,1,2,9,3,"Male",41,"Degree","Unemployed","Black","Christian","Single"
"1738",NA,1,3,2,1,1,1,2,1,4,3,"Female",44,"High School","Other","White","Christian","Married"
"1739",1,1,1,6,0,1,3,1,1,NA,3,"Female",60,"High School","Unemployed","White","None","Married"
"1740",3,1,1,7,0,0,3,2,3,2,3,"Male",66,"Some College","Self Employed","Other","None","Married"
"1741",3,1,1,7,0,1,3,2,1,9,3,"Female",49,"High School","Unemployed","White","None","Separated"
"1742",2,1,1,5,1,1,1,1,1,10,3,"Female",54,"Some College","Housewife","White","Christian","Married"
"1743",1,1,1,1,2,1,1,1,1,10,3,"Female",81,"High School","Unemployed","White","Christian","Widowed"
"1744",2,1,3,6,1,1,1,1,1,10,3,"Female",57,"Some College","Full Time","Other","Christian","Married"
"1745",3,1,1,2,2,1,1,1,1,10,3,"Male",44,"Some College","Other","White","Christian","Married"
"1746",3,2,2,7,0,0,2,2,3,1,3,"Male",59,"Some College","Unemployed","White","Christian","Separated"
"1747",1,1,1,2,2,1,4,2,1,10,3,"Male",83,"High School","Unemployed","White","Catholic","Married"
"1748",2,1,1,2,2,1,1,1,2,10,3,"Male",20,"Some College","Other","White","Christian","Single"
"1749",2,1,4,2,2,1,1,1,2,10,3,"Female",61,"Degree","Part Time","White","Catholic","Married"
"1750",1,1,1,1,2,1,1,1,1,10,3,"Male",37,"Primary School","Full Time","Hispanic","Catholic","Married"
"1751",4,2,1,7,0,0,1,3,4,1,3,"Male",39,"Some College","Unemployed","White","None","Single"
"1752",2,1,2,2,2,1,1,1,1,10,3,"Male",41,"Degree","Full Time","White","Christian","Married"
"1753",2,1,1,1,2,1,1,1,1,10,3,"Female",31,"Degree","Housewife","White","Christian","Married"
"1754",2,1,1,2,2,1,1,1,1,10,3,"Female",39,"Degree","Full Time","White","Catholic","Married"
"1755",2,1,1,1,2,1,2,1,1,10,3,"Male",59,"Some College","Full Time","White","Christian","Married"
"1756",3,1,1,6,0,0,2,1,3,5,3,"Male",68,"High School","Unemployed","White","Christian","Widowed"
"1757",2,1,1,2,2,1,2,1,1,10,3,"Female",44,"High School","Full Time","White","Christian","Married"
"1758",1,1,1,2,2,1,1,1,2,10,3,"Male",68,"Degree","Unemployed","White","Christian","Married"
"1759",3,1,3,7,0,1,2,2,2,8,3,"Female",32,"High School","Full Time","White","None","Separated"
"1760",3,2,1,7,0,0,2,3,4,1,3,"Male",50,"Degree","Full Time","White","Catholic","Married"
"1761",3,1,1,7,0,0,2,2,3,6,3,"Female",37,"Some College","Full Time","White","None","Married"
"1762",1,1,1,4,1,1,2,1,1,10,3,"Male",65,"Some College","Unemployed","White","Other","Married"
"1763",2,1,2,3,1,1,1,1,2,7,3,"Female",48,"Degree","Full Time","White","Catholic","Married"
"1764",1,1,1,2,2,1,1,1,1,10,3,"Female",69,"Some College","Unemployed","White","Christian","Married"
"1765",4,2,1,7,0,0,1,1,4,1,3,"Male",68,"Degree","Unemployed","White","None","Married"
"1766",3,1,2,6,0,0,3,1,3,8,3,"Male",83,"Degree","Other","Other","None","Married"
"1767",2,1,1,4,1,1,2,1,1,10,3,"Male",55,"Some College","Full Time","Hispanic","Catholic","Married"
"1768",2,1,5,6,1,1,4,3,2,10,3,"Female",35,"High School","Other","White","Other","Separated"
"1769",2,1,4,5,2,0,3,3,4,3,3,"Male",25,"Primary School","Unemployed","White","Judaism","Married"
"1770",2,1,1,2,2,1,2,1,2,9,3,"Female",66,"High School","Unemployed","White","Christian","Widowed"
"1771",2,1,1,2,2,1,1,1,1,10,3,"Female",40,"High School","Self Employed","White","Other","Married"
"1772",2,1,1,3,2,1,3,1,1,9,3,"Female",40,"Degree","Full Time","White","Other","Married"
"1773",3,1,2,5,0,1,3,2,3,7,3,"Male",48,"Degree","Self Employed","White","None","Married"
"1774",2,1,1,7,0,0,4,2,2,8,3,"Male",48,"Degree","Self Employed","Hispanic","None","Married"
"1775",1,1,1,3,1,1,3,1,2,10,3,"Male",54,"High School","Unemployed","White","Other","Married"
"1776",3,2,1,7,0,0,3,3,4,1,3,"Male",82,"Some College","Unemployed","White",NA,"Married"
"1777",3,1,6,7,0,1,2,1,3,9,3,"Male",53,"High School","Full Time","White","Catholic","Married"
"1778",1,1,1,1,2,1,2,1,1,10,3,"Male",41,"Degree","Self Employed","Hispanic","Catholic","Married"
"1779",3,1,1,6,0,0,2,2,4,4,3,"Male",48,"High School","Full Time","White","None","Married"
"1780",1,1,2,3,2,1,3,1,2,9,3,"Female",24,"Degree","Full Time","White","Christian","Single"
"1781",1,1,1,2,2,1,1,1,1,10,3,"Male",30,"Degree","Full Time","White","Christian","Single"
"1782",2,1,1,2,2,1,2,1,1,10,3,"Female",58,"High School","Full Time","White","Christian","Married"
"1783",2,1,2,6,0,1,2,1,2,8,3,"Male",29,"High School","Full Time","Hispanic","Catholic","Married"
"1784",1,1,1,1,2,1,2,1,1,10,3,"Male",42,"Degree","Full Time","White","Christian","Married"
"1785",1,1,1,7,1,0,2,1,2,10,3,"Male",52,"High School","Unemployed","White","None","Married"
"1786",3,1,1,7,1,1,2,1,3,6,3,"Female",36,"Degree","Full Time","White","Catholic","Married"
"1787",1,1,1,5,2,1,2,1,1,10,3,"Female",24,"High School","Unemployed","White","None","Married"
"1788",2,1,1,1,2,1,2,1,1,10,3,"Female",36,"High School","Housewife","White","Other","Married"
"1789",4,1,5,6,0,0,4,2,3,5,3,"Female",49,"High School","Full Time","White","Catholic","Married"
"1790",1,1,1,2,2,1,1,1,1,10,3,"Male",42,"Degree","Full Time","White","Other","Married"
"1791",2,1,1,3,2,1,2,1,1,10,3,"Male",48,"Some College","Full Time","White","Christian","Separated"
"1792",4,1,5,2,2,1,4,1,1,10,3,"Female",56,"Some College","Full Time","Black","Other","Separated"
"1793",2,1,1,3,2,1,2,1,2,7,3,"Male",49,"Some College","Full Time","White","Christian","Married"
"1794",4,1,5,7,0,0,2,2,4,5,3,"Male",42,"Degree","Full Time","White","None","Married"
"1795",2,1,1,2,0,1,3,1,1,10,3,"Male",51,"High School","Full Time","Hispanic","Christian","Married"
"1796",NA,1,1,6,1,0,2,1,3,7,3,"Female",61,"High School","Unemployed","White","Catholic","Single"
"1797",2,1,1,6,0,1,1,1,2,10,3,"Female",20,"High School","Full Time","Hispanic","Catholic","Single"
"1798",2,1,1,7,1,0,2,1,1,10,3,"Female",55,"High School","Full Time","White","None","Separated"
"1799",3,1,1,7,0,1,2,2,3,10,3,"Female",55,"High School","Full Time","Black","None","Married"
"1800",2,1,1,7,0,0,3,1,3,7,3,"Female",37,"Some College","Full Time","White","None","Married"
"1801",2,1,1,4,1,1,2,1,3,8,3,"Female",63,"Degree","Unemployed","White","Catholic","Single"
"1802",1,1,1,2,2,1,2,1,1,10,3,"Male",46,"Some College","Full Time","Hispanic","Catholic","Married"
"1803",1,1,1,1,2,1,2,1,1,10,3,"Female",48,"Degree","Full Time","White","Christian","Married"
"1804",4,1,2,7,0,1,1,1,1,10,3,"Female",50,"Degree","Housewife","White","Other","Married"
"1805",2,1,6,3,1,1,2,2,2,8,3,"Female",36,"Degree","Full Time","White","Catholic","Married"
"1806",3,1,2,7,0,0,2,2,3,5,3,"Male",50,"High School","Full Time","White","None","Separated"
"1807",2,1,1,5,0,0,3,1,3,6,3,"Female",68,"Degree","Unemployed","White","Christian","Separated"
"1808",1,1,1,1,2,1,1,1,1,10,3,"Female",63,"High School","Unemployed","White","Christian","Widowed"
"1809",3,2,1,7,0,0,2,2,4,2,3,"Female",42,"Degree","Full Time","White","None","Married"
"1810",4,2,3,7,2,0,2,2,3,1,3,"Female",20,"High School","Full Time","Other","Other","Single"
"1811",2,1,2,3,2,1,2,1,1,10,3,"Male",46,"Some College","Full Time","Black","Christian","Separated"
"1812",3,1,5,6,1,1,2,2,3,10,3,"Female",31,"High School","Unemployed","Hispanic","None","Married"
"1813",2,2,1,3,1,0,3,2,3,1,3,"Male",44,"Degree","Full Time","White","Catholic","Married"
"1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male",65,"High School",NA,"White",NA,"Separated"
"1815",3,2,1,7,0,0,2,2,4,1,3,"Male",59,"Degree","Full Time","White","None","Married"
"1816",2,1,1,6,1,1,1,1,2,10,3,"Female",69,"Degree","Unemployed","White","Christian","Married"
"1817",4,2,1,7,0,0,3,3,4,1,3,"Male",19,"High School","Unemployed","White","None","Single"
"1818",3,2,1,7,0,0,1,3,4,1,3,"Female",54,"Some College","Housewife","White","None","Married"
"1819",2,1,4,6,1,1,2,1,1,10,3,"Male",29,"Some College","Full Time","White","Christian","Married"
"1820",3,1,1,5,0,NA,2,1,3,6,3,"Male",44,"Degree","Full Time","White","Catholic","Married"
"1821",3,2,2,6,1,1,1,1,3,7,3,"Male",56,"Degree","Full Time","White","Other","Single"
"1822",3,1,1,5,1,1,1,1,1,10,3,"Female",47,"High School","Full Time","Black","None","Married"
"1823",3,1,1,6,0,1,1,1,2,8,3,"Female",53,"Some College","Full Time","White","None","Married"
"1824",3,1,7,7,2,0,3,1,1,7,3,"Male",36,"High School","Other","Black","Other","Separated"
"1825",3,2,1,3,2,0,2,2,2,1,3,"Female",78,"Degree","Full Time","White","Judaism","Widowed"
"1826",1,1,5,4,0,0,1,1,1,7,3,"Male",22,"High School","Other","Hispanic","Catholic","Single"
"1827",1,1,6,2,NA,0,1,1,1,10,3,"Female",25,"High School","Unemployed","Black","None","Single"
"1828",NA,1,4,7,1,0,4,3,3,10,3,"Female",24,"High School",NA,"Black","None","Single"
"1829",2,1,1,6,0,0,2,1,1,7,3,"Female",39,"High School","Part Time","White","None","Married"
"1830",1,1,1,1,2,1,2,1,1,10,3,"Female",59,"High School","Full Time","Black","Christian","Separated"
"1831",1,1,1,1,2,1,2,1,1,10,3,"Female",48,"Degree","Unemployed","Black","Other","Married"
"1832",3,1,3,7,0,0,2,2,3,2,3,"Male",25,"High School","Part Time","Black","None","Single"
"1833",1,1,1,3,0,1,1,1,1,10,3,"Female",53,"High School","Unemployed","Black","Christian","Widowed"
"1834",2,1,1,1,2,1,1,1,1,10,3,"Male",48,"High School","Unemployed","White","Other","Separated"
"1835",2,1,1,7,1,1,1,1,1,10,3,"Female",66,"High School","Unemployed","White","Christian","Married"
"1836",4,1,1,7,0,0,1,2,3,2,3,"Female",44,"Degree","Full Time","Other","None","Married"
"1837",3,1,8,7,0,0,3,2,3,10,3,"Female",23,"Some College","Full Time","White","Christian","Single"
"1838",4,2,1,7,0,0,1,2,3,1,3,"Female",34,"Some College","Full Time","White","None","Married"
"1839",3,1,1,7,0,0,1,2,2,10,3,"Female",65,"High School","Full Time","White","None","Married"
"1840",4,2,1,6,0,0,1,1,1,2,3,"Female",18,"High School","Other","White","Other","Single"
"1841",2,1,1,3,2,1,1,1,2,10,3,"Female",41,"Degree","Full Time","White","Other","Single"
"1842",2,1,1,6,0,1,1,1,1,10,3,"Male",53,"High School","Full Time","White","None","Separated"
"1843",3,1,2,5,1,0,2,2,3,7,3,"Female",44,"Degree","Full Time","Other","None","Married"
"1844",2,1,7,1,2,1,1,1,1,7,3,"Female",43,"High School",NA,"White","Catholic","Married"
"1845",3,1,5,7,1,NA,3,2,2,5,3,"Female",38,"High School","Unemployed","Black","None","Single"
"1846",4,1,1,3,2,0,1,1,2,1,3,"Female",31,"Degree","Self Employed","White","Other","Married"
"1847",4,1,1,7,0,0,3,2,4,2,3,"Female",44,"High School","Part Time","White","None","Married"
"1848",1,1,1,2,2,1,1,1,1,10,3,"Female",44,"High School","Full Time","White","Other","Separated"
"1849",1,1,1,6,0,1,1,1,2,9,3,"Male",58,"High School","Full Time","White","None","Married"
"1850",3,1,1,1,2,1,2,1,1,10,3,"Male",65,"High School","Full Time","Black","Other","Married"
"1851",3,1,2,7,1,0,3,1,4,6,3,"Male",52,"Some College","Full Time","White","Christian","Married"
"1852",2,1,1,7,1,1,1,1,2,9,3,"Female",61,"High School","Unemployed","White","Christian","Widowed"
"1853",2,1,1,2,2,1,2,1,1,10,3,"Female",66,"Degree","Full Time","White","Catholic","Separated"
"1854",2,1,1,1,2,1,2,1,1,10,3,"Female",67,"Some College","Unemployed","White","Christian","Married"
"1855",2,1,NA,6,0,1,3,1,2,7,3,"Male",74,"High School","Unemployed","White","Christian","Married"
"1856",3,2,1,7,0,0,2,2,4,2,3,"Male",54,"Some College","Unemployed","Other","None","Separated"
"1857",1,1,1,1,2,1,1,1,1,10,3,"Male",80,"High School","Unemployed","White","Christian","Married"
"1858",2,1,3,5,0,0,1,2,3,3,3,"Male",60,"Some College","Full Time","White","Catholic","Married"
"1859",2,1,5,2,2,1,2,1,2,6,3,"Male",29,"High School","Full Time","Hispanic","Catholic","Married"
"1860",2,1,1,5,0,1,3,1,1,10,3,"Female",45,"High School","Housewife","White","Other","Single"
"1861",1,1,1,2,2,1,1,1,1,10,3,"Male",57,"Degree","Self Employed","White","Other","Married"
"1862",2,1,1,1,2,1,2,1,1,9,3,"Male",42,"High School","Full Time","White","Christian","Married"
"1863",3,NA,1,3,1,1,2,1,2,10,3,"Female",62,"Degree","Full Time","White","Christian","Married"
"1864",3,2,5,7,0,0,4,2,4,1,3,"Female",23,"Some College","Part Time","White","None","Married"
"1865",2,1,NA,2,2,1,3,1,1,10,3,"Male",35,"Some College",NA,"White","Catholic","Married"
"1866",NA,1,NA,NA,2,1,NA,1,3,6,3,"Female",33,"Degree","Full Time","White",NA,"Married"
"1867",3,1,NA,7,1,1,1,1,3,7,3,"Female",29,"Some College",NA,"White","None","Single"
"1868",2,1,1,3,2,1,2,1,3,7,3,"Male",40,"High School","Full Time","White","Catholic","Married"
"1869",1,1,1,2,2,1,2,1,1,10,3,"Female",56,"High School",NA,"White","Catholic","Married"
"1870",1,1,1,6,1,1,1,2,1,10,3,"Female",24,"High School","Other","Black","Other","Single"
"1871",1,1,1,1,2,1,2,1,1,10,3,"Female",52,"Degree","Part Time","Other","Christian","Married"
"1872",3,1,10,7,0,0,2,1,3,6,3,"Male",64,"High School","Full Time","White","None","Married"
"1873",2,1,1,2,2,1,1,1,1,10,3,"Male",71,"Some College","Housewife","White","Other","Married"
"1874",1,1,1,1,2,1,1,1,1,10,3,"Female",63,"High School","Full Time","White","Christian","Widowed"
"1875",2,1,1,1,2,1,1,1,1,10,3,"Female",38,"Some College","Other","Black","Other","Single"
"1876",1,1,1,NA,1,1,1,1,1,10,3,"Female",42,"Some College","Full Time","White","Other","Married"
"1877",2,1,1,2,1,1,1,1,1,10,3,"Male",42,"High School","Other","Black","None","Married"
"1878",3,1,1,4,0,1,1,1,2,9,3,"Female",28,"Degree","Self Employed","Other","Other","Married"
"1879",3,2,10,7,0,0,3,2,3,1,3,"Male",52,"High School","Part Time","Other","Christian","Married"
"1880",1,1,2,2,2,1,3,1,1,10,3,"Male",75,"Degree","Unemployed","White","Catholic","Married"
"1881",2,1,1,7,0,0,3,2,3,5,3,"Female",39,"Some College","Housewife","White","None","Married"
"1882",1,1,1,2,2,1,4,1,1,10,3,"Male",72,"High School","Unemployed","White","Catholic","Married"
"1883",3,1,1,2,2,1,2,1,1,10,3,"Male",57,"Degree","Full Time","White","Christian","Married"
"1884",4,2,7,7,0,0,2,3,4,1,3,"Female",25,"Degree","Other","White","None","Married"
"1885",1,1,1,1,2,1,3,1,1,10,3,"Female",75,"High School","Unemployed","White","Catholic","Married"
"1886",1,1,1,4,1,0,2,1,1,10,3,"Male",71,"Degree","Unemployed","Black","Christian","Married"
"1887",2,1,1,5,1,1,2,1,3,6,3,"Female",23,"Some College","Housewife","White",NA,"Married"
"1888",2,1,1,3,1,1,2,1,2,8,3,"Female",40,"Degree","Full Time","White","Christian","Single"
"1889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female",19,"Degree",NA,"Black",NA,"Single"
"1890",2,1,1,5,1,1,2,1,1,10,3,"Female",60,"High School","Full Time","White","Christian","Separated"
"1891",2,1,1,7,0,0,2,1,2,5,3,"Male",34,"High School","Unemployed","White","None","Single"
"1892",3,1,3,7,0,0,3,2,3,6,3,"Female",28,"Degree","Part Time","White","Judaism","Married"
"1893",3,2,1,4,0,0,2,2,4,1,3,"Male",19,"High School","Part Time","White","None","Single"
"1894",3,1,3,7,0,1,1,2,3,8,3,"Female",32,"Some College","Part Time","White","None","Married"
"1895",3,1,5,2,1,1,1,1,1,10,3,"Female",55,"Some College","Other","Black","Other","Separated"
"1896",2,1,1,6,1,1,2,1,1,10,3,"Male",39,"Some College","Part Time","Black","Other","Married"
"1897",3,1,1,7,0,1,3,1,2,5,3,"Female",66,"High School","Unemployed","White","None","Widowed"
"1898",3,1,10,6,1,0,3,1,1,8,3,"Male",68,"Primary School","Full Time","Hispanic","Catholic","Married"
"1899",3,1,1,4,2,1,2,1,1,10,3,"Female",41,"Some College","Unemployed","Black","Other","Separated"
"1900",1,1,5,1,2,1,1,1,1,10,3,"Female",54,"High School","Self Employed","White","Other","Married"
"1901",2,1,NA,2,2,1,1,1,3,10,3,"Male",40,"Degree",NA,"Other","None","Married"
"1902",2,1,1,2,1,1,1,1,2,10,3,"Female",22,"High School","Other","Other","Catholic","Single"
"1903",2,1,4,7,1,0,2,1,2,9,3,"Male",45,"Some College","Full Time","Hispanic","None","Separated"
"1904",1,1,8,4,0,1,1,1,2,10,3,"Female",27,"High School","Housewife","Hispanic","Catholic","Married"
"1905",3,1,1,2,1,1,1,1,1,10,3,"Female",39,"Primary School","Full Time","Hispanic","Catholic","Separated"
"1906",4,1,7,2,2,0,1,2,4,1,3,"Female",18,"High School","Part Time","White","Catholic","Single"
"1907",1,1,2,2,2,1,2,1,1,10,3,"Female",47,"Degree","Full Time","White","Catholic","Married"
"1908",2,1,NA,2,2,1,1,1,1,10,3,"Female",69,"High School","Unemployed","Black","Christian","Widowed"
"1909",1,1,1,1,2,1,2,1,1,10,3,"Female",52,"High School","Part Time","White","Christian","Married"
"1910",2,1,1,2,2,1,3,1,2,7,3,"Male",27,"Degree","Full Time","White","Catholic","Married"
"1911",2,1,10,6,2,0,1,2,1,10,3,"Female",60,"High School","Unemployed","Black","None","Widowed"
"1912",3,1,4,2,2,1,2,1,1,10,3,"Female",39,"High School","Self Employed","White","Christian","Married"
"1913",1,1,1,6,1,1,1,1,1,10,3,"Female",51,"Degree","Full Time","White","Christian","Married"
"1914",2,1,1,5,1,1,1,1,3,8,3,"Male",61,"Degree","Unemployed","White","Catholic","Married"
"1915",NA,1,2,3,2,1,2,1,1,9,3,"Male",53,"Degree","Self Employed","Hispanic","Christian","Married"
"1916",2,1,1,6,1,1,1,1,2,10,3,"Female",46,"High School","Housewife","Hispanic","Catholic","Married"
"1917",3,1,1,4,1,1,3,2,3,6,3,"Male",46,"Some College","Full Time","White","Catholic","Married"
"1918",3,1,2,3,1,1,1,1,1,10,3,"Male",24,"Degree","Full Time","White","Christian","Married"
"1919",3,1,5,6,0,0,3,2,4,3,3,"Male",42,"Some College","Full Time","White","None","Married"
"1920",2,1,1,3,2,1,3,1,1,10,3,"Female",38,"High School","Unemployed","Hispanic","Catholic","Married"
"1921",2,1,1,1,2,1,1,1,1,10,3,"Female",43,"Degree","Part Time","White","Christian","Married"
"1922",2,2,1,2,1,1,1,2,1,5,3,"Female",50,"Degree","Part Time","Other","Other","Married"
"1923",2,1,5,2,2,1,2,1,2,5,3,"Female",58,"High School","Full Time","White","Catholic","Married"
"1924",NA,1,NA,5,1,0,NA,1,1,NA,3,"Female",29,"Some College",NA,"White",NA,"Single"
"1925",3,1,1,3,1,1,1,1,1,10,3,"Male",21,"Some College","Other","Black","Other","Single"
"1926",1,1,1,1,2,1,2,1,1,10,3,"Male",79,"Degree","Unemployed","White","Catholic","Married"
"1927",1,1,1,5,1,0,2,1,3,2,3,"Male",20,"High School","Self Employed","White","Other","Single"
"1928",4,1,1,7,1,0,2,2,3,3,3,"Female",42,"Degree","Self Employed","White","None","Married"
"1929",4,1,1,1,2,1,4,1,1,10,3,"Male",34,"High School","Full Time","White","Other","Married"
"1930",2,1,1,5,0,1,2,1,2,7,3,"Female",49,"Degree","Full Time","White","Christian","Married"
"1931",2,1,1,4,1,1,1,1,1,10,3,"Male",49,"High School","Full Time","White","Christian","Married"
"1932",3,1,1,3,1,1,3,1,1,10,3,"Female",37,"High School","Housewife","White","None","Married"
"1933",3,1,1,7,0,1,1,1,3,10,3,"Male",21,"Some College","Full Time","White","None","Separated"
"1934",3,1,3,7,1,0,3,2,3,2,3,"Male",37,"Degree","Full Time","White","None","Married"
"1935",4,1,3,4,0,0,1,2,4,5,3,"Male",24,"Degree","Full Time","White","None","Married"
"1936",2,1,2,6,0,1,3,1,2,10,3,"Female",36,"High School","Full Time","Hispanic","Catholic","Married"
"1937",1,1,1,2,2,1,1,1,1,10,3,"Female",58,"Degree","Housewife","White","Christian","Married"
"1938",3,1,1,6,1,1,1,1,1,10,3,"Male",23,"High School","Part Time","Hispanic","Other","Married"
"1939",4,2,1,7,0,0,2,3,4,1,3,"Male",32,"Degree","Full Time","White","None","Married"
"1940",3,1,5,6,0,0,2,2,3,5,3,"Male",55,"Degree","Full Time","White","None","Separated"
"1941",2,1,1,7,0,1,3,1,2,5,3,"Male",65,"High School","Unemployed","White","None","Married"
"1942",2,1,1,5,0,1,NA,1,1,10,3,"Female",54,"Degree","Full Time","White","None","Married"
"1943",1,1,1,5,1,1,1,1,1,8,3,"Female",24,"Degree","Full Time","White","Other","Single"
"1944",2,1,1,4,1,1,1,1,1,10,3,"Male",63,"High School","Unemployed","White","Christian","Separated"
"1945",3,1,1,7,0,0,2,2,4,1,3,"Female",36,"Degree","Full Time","White","None","Married"
"1946",2,1,1,7,0,1,3,1,2,10,3,"Female",36,"High School","Full Time","White","None","Married"
"1947",3,1,1,4,1,1,2,1,2,6,3,"Male",70,"Degree","Part Time","White","Catholic","Single"
"1948",2,1,1,2,2,1,1,1,1,10,3,"Female",48,"Some College","Full Time","Hispanic","Catholic","Married"
"1949",2,1,1,3,2,1,3,1,2,8,3,"Female",32,"Degree","Full Time","White","Catholic","Married"
"1950",4,2,1,7,0,0,4,2,4,1,3,"Female",61,"Degree","Full Time","White","None","Separated"
"1951",3,1,1,2,2,1,2,1,1,10,3,"Female",54,"Degree","Full Time","Other","Other","Married"
"1952",3,1,5,3,2,0,2,2,3,5,3,"Male",39,"Some College","Full Time","White","None","Married"
"1953",1,1,1,2,2,1,2,1,1,10,3,"Male",55,"Degree","Self Employed","White","Christian","Separated"
"1954",1,1,1,NA,2,1,1,1,1,10,3,"Male",35,"Degree","Full Time","White","Christian","Married"
"1955",1,1,1,6,1,1,2,1,1,10,3,"Male",38,"High School","Self Employed","White","Other","Separated"
"1956",2,1,1,1,2,1,1,1,1,10,3,"Female",59,"Some College","Full Time","Black","Other","Married"
"1957",2,1,1,2,1,1,1,1,1,10,3,"Male",67,"High School","Unemployed","White","Catholic","Married"
"1958",4,2,1,7,0,0,1,2,3,3,3,"Female",54,"Degree","Full Time","White","Judaism","Single"
"1959",1,1,1,1,2,1,1,1,1,10,3,"Female",34,"High School","Unemployed","Black","Other","Single"
"1960",1,1,8,2,2,1,1,1,1,10,3,"Male",25,"Degree","Full Time","Black","Other","Single"
"1961",2,1,1,2,1,1,2,1,2,8,3,"Male",59,"Degree","Full Time","White","Catholic","Married"
"1962",3,1,1,2,1,1,2,2,2,9,3,"Female",45,"Degree","Housewife","White","Judaism","Married"
"1963",3,1,1,2,1,1,2,2,1,10,3,"Female",71,"Primary School","Unemployed","Hispanic","None","Married"
"1964",1,1,1,1,2,1,1,1,1,10,3,"Male",74,"Primary School","Unemployed","Black","Other","Married"
"1965",2,2,2,6,0,0,2,2,2,5,3,"Male",18,"High School","Unemployed","Black","None","Married"
"1966",2,1,1,1,2,1,1,1,1,10,3,"Female",55,"Some College","Part Time","Hispanic","Christian","Separated"
"1967",1,1,6,2,2,1,1,1,1,10,3,"Male",58,"Degree","Full Time","Hispanic","Catholic","Married"
"1968",3,1,1,1,2,1,2,1,1,10,3,"Male",22,"High School","Full Time","Hispanic",NA,"Married"
"1969",2,1,1,4,0,1,1,1,1,8,3,"Male",55,"High School","Full Time","Other","Other","Married"
"1970",2,1,3,3,1,1,2,1,2,10,3,"Female",37,"High School","Full Time","White","Christian","Married"
"1971",1,1,2,4,1,1,2,1,3,7,3,"Male",56,"Some College","Self Employed","White","Christian","Married"
"1972",4,1,1,2,2,1,1,1,1,10,3,"Female",51,"Degree","Housewife","Other","None","Widowed"
"1973",3,1,1,7,0,0,3,2,4,1,3,"Female",26,"Degree","Unemployed","Black","None","Single"
"1974",1,1,5,2,2,1,2,1,1,10,3,"Male",50,"Degree","Full Time","White","Catholic","Married"
"1975",4,1,10,7,0,1,1,1,4,10,3,"Male",29,"High School","Full Time","Other","None","Separated"
"1976",3,1,1,7,0,0,2,2,3,3,3,"Male",28,"Degree","Full Time","White","None","Single"
"1977",2,1,10,2,1,1,2,1,2,10,3,"Female",34,"Primary School","Housewife","Hispanic","Catholic","Married"
